word,count
mecz,1015
mieć,629
grać,493
dobry,351
remis,327
brawo,310
wygrać,288
szwecja,264
k***a,261
szczęsny,243
polski,223
polska,216
polak,210
bramka,205
hiszpania,201
móc,195
słowacja,184
minuta,171
piłka,170
lewy,166
koniec,165
d,159
gol,155
reprezentacja,153
gra,143
dobra,141
nadzieja,134
szczęście,134
pierwszy,132
szansa,128
musieć,124
połowa,123
raz,121
drużyna,120
dumny,114
drugi,113
szczesny,113
siebie,111
hiszpan,110
oglądać,110
