username,content,date,userlocation,likecount,retweetcount,followers,url
H17539836,"Krychowiak był lepszy od Lewandowskiego w tym turnieju. To nie jest żart z mojej strony, taka jest statystyka. Lewy zdobył 3 bramki w 3 meczach, Krycha potrzebował tylko 2 meczy aby zdobyć 3 żółte kartki.
#POLSWE https://t.co/zDfv9pS2c0",2021-06-23 17:58:56+00:00,wszędzie ,3,0,171,https://twitter.com/H17539836/status/1407760094822027267
KompletnyFCB,Brawo chujsaria! #POLSWE #Euro2021,2021-06-23 17:58:55+00:00,Allenstein,2,0,528,https://twitter.com/KompletnyFCB/status/1407760093102460941
bielasiowelov,Czekam na euro zawsze z niecierpliwością i mi tak smutno:( maybe next time #polswe,2021-06-23 17:58:55+00:00,,4,1,531,https://twitter.com/bielasiowelov/status/1407760092997599241
Hucul9,"#POLSWE  Po dzisiejszym meczu, mogę śmiało powiedzieć, że w polskiej piłce trzeba zmienić wszystko! Zaczynając od komentatorów i ""ekspertów"", na   sprzątaczkach w szatniach stadionowych kończąc!
O to by było na tyle...",2021-06-23 17:58:54+00:00,Polska,22,2,5625,https://twitter.com/Hucul9/status/1407760086848651268
Anielica13,#POLSWE patałachy wam nie w ⚽️⚽️⚽️ grać tylko  żel do włosów reklamować. Dupki żołędne 😡.,2021-06-23 17:58:54+00:00,"Wrocław , dolnośląskie.",0,0,1500,https://twitter.com/Anielica13/status/1407760085946880000
juli_ta04,"człowiek wiedział, ale jednak się łudził do końca
#POLSWE",2021-06-23 17:58:54+00:00,she/her,1,0,23,https://twitter.com/juli_ta04/status/1407760085904941065
offensionum_,SŁYSZĘ POD KONIEC ZE KTOS WBIJA I MYSLE ZE WYGRALIŚMY TO A OKAZUJE SIE ZE TO PRZECIWNICY #POLSWE https://t.co/Lq1fgtmfml,2021-06-23 17:58:53+00:00, she/her,11,0,1333,https://twitter.com/offensionum_/status/1407760084449509379
ironiaall,Ale to o klonowaniu Lewandowskiego… wredne #SWEPOL #POLSWE,2021-06-23 17:58:53+00:00,She/Her,8,2,753,https://twitter.com/ironiaall/status/1407760084445323266
malgosiaaa_,POLACY NIC SIĘ NIE STAŁO  #POLSWE,2021-06-23 17:58:53+00:00,Warsaw,1,0,324,https://twitter.com/malgosiaaa_/status/1407760083405189126
sexyseabassx,imo powinni powtórzyć karnego z 2016 #POLSWE,2021-06-23 17:58:52+00:00,in hogwarts with cup of tea,3,0,578,https://twitter.com/sexyseabassx/status/1407760078485262341
TheStempien,Nic się nie stało #POLSWE,2021-06-23 17:58:52+00:00,"Illinois, USA",0,0,502,https://twitter.com/TheStempien/status/1407760078413910023
lalaposz23,ALE DLA POLSKI MIAŁ BYĆ 🤨🤨🤨🤨 #POLSWE,2021-06-23 17:58:51+00:00,☉gemini☾aries↑leo ,7,0,3632,https://twitter.com/lalaposz23/status/1407760076971122688
Reniaa_ch,"Fajnie jest mieszkać na osiedlu. Nie trzeba oglądać meczu żeby znać wynik, a teraz wszędzie słychać""nic się nie stało, Polacy nic się nie stało"" 😂 #POLSWE",2021-06-23 17:58:51+00:00,Polska,0,0,69,https://twitter.com/Reniaa_ch/status/1407760075872145413
valkyricrs,juz za cztery lata juz za cztery lata polska bedzie mistrzem polski #POLSWE,2021-06-23 17:58:51+00:00,she/they 20 twiceteez,2,0,2096,https://twitter.com/valkyricrs/status/1407760075297542147
p0tat0myl0ve,"cytując klasyka „tego nikt się nie spodziewał, byli w totalnym szoku"" #POLSWE",2021-06-23 17:58:50+00:00,she/her,4,0,243,https://twitter.com/p0tat0myl0ve/status/1407760072151900160
Spanish_Dream_,"Sousa teraz wpisując w Google:

#POLSWE https://t.co/PYSsB8bv6S",2021-06-23 17:58:49+00:00,23y,9,0,4713,https://twitter.com/Spanish_Dream_/status/1407760066409869319
selilycollins,"ja nie rozumiem co szczesny wgl robił na bramce, czemu nie mogli obsadzić fabianskiego, a lewy sam meczu nie wygra i tyle w temacie #POLSWE",2021-06-23 17:58:48+00:00,10.01.20 selena noticed me ,26,0,2794,https://twitter.com/selilycollins/status/1407760062244954113
Marcinnn1998,Szkoda 3:2 ale i tak brawo za walkę #POLSWE,2021-06-23 17:58:48+00:00,Sinnoh,0,0,58,https://twitter.com/Marcinnn1998/status/1407760062085537803
PatrykPancewicz,"Szkoda, bardzo szkoda... ale piękne emocje w drugiej połowie 🇵🇱

#POLSWE #SWEPOL https://t.co/oUOHLcxuIn",2021-06-23 17:58:48+00:00,Warszawa,6,1,606,https://twitter.com/PatrykPancewicz/status/1407760061250813956
nightandstarse,"przykre ze polskim przebojem bo meczu jest
Polacy nic sie nie stało XDXDDD
#POLSWE #EURO2020",2021-06-23 17:58:47+00:00,♡︎ w jeepie z stilesem ♡︎,3,0,154,https://twitter.com/nightandstarse/status/1407760060491698180
oliwkkkaa,NO TO TERAZ WAKACJE MAJĄ POLACZKI #POLSWE,2021-06-23 17:58:47+00:00,ada's gf | new in kpop !!!,14,0,1616,https://twitter.com/oliwkkkaa/status/1407760060277825544
jestesSloncem,Smutno mi bardzo 😢 #POLSWE,2021-06-23 17:58:47+00:00,she/her,9,0,994,https://twitter.com/jestesSloncem/status/1407760058709155846
martamafarta,No kto by się spodziewał #POLSWE,2021-06-23 17:58:47+00:00,She/Her,1,0,101,https://twitter.com/martamafarta/status/1407760057517940737
m_sarniak,"Mimo wszystko nie skreślam Sousy jako trenera reprezentacji.  Bo co można zrobić od stycznia? Szwecja trenowana od 5 lat przez tego samego trenera. Pożyjemy, wtedy zobaczymy #POLSWE #tylkomojaopinia",2021-06-23 17:58:47+00:00,Poland,0,0,143,https://twitter.com/m_sarniak/status/1407760056855187458
hejrudak,"ale nie martwcie się, od września eliminacje do mistrzostw świata, może tam nam się uda #POLSWE",2021-06-23 17:58:47+00:00,180720,5,0,1471,https://twitter.com/hejrudak/status/1407760056578420738
reyesupreme,"widzę same niezadowolenia i macie do tego prawo ale szanujmy się, naprawdę widać było ze się starali tylko ogarnijcie ze gonienie wyniku jest chujowe i nie jest łatwo, ale przynajmniej walczyli i się starali #POLSWE",2021-06-23 17:58:46+00:00,saw ari 04.09.'19 🖤 | blm,8,1,597,https://twitter.com/reyesupreme/status/1407760055366266880
namj_on,niby człowiek wiedział a jednak się łudził …….. #POLSWE,2021-06-23 17:58:46+00:00,20 | she/her | infj,2,0,71,https://twitter.com/namj_on/status/1407760053025845256
marcin_fcb_1993,"Brawa za walkę, awans przegraliśmy że Słowacją. Szacunek dla kapitana 💪 #POLSWE #POL #Euro2020 #strefaeuro",2021-06-23 17:58:46+00:00,"Polska, Bydgoszcz",0,0,8,https://twitter.com/marcin_fcb_1993/status/1407760052598026247
Ioavandrel,"I jak co roku bez zmian.
Polscy kibice również.
Może kibicujmy jednak tam, gdzie nasi gracze mają szanse? Mamy siatkówkę, mamy piłkę ręczną, dodajmy gry e-sportowe.
Nie bądźmy kibicami XXI wieku jak na tym memie.
#POLSWE https://t.co/8GuXkTIQNv",2021-06-23 17:58:45+00:00,,0,0,13,https://twitter.com/Ioavandrel/status/1407760050530234374
Salon24pl,"Polska - Szwecja 2:3. Lewandowski dokonywał cudów, ale i tak przegrywamy i odpadamy z Euro.

Cała relacja:

#POLSWE 

https://t.co/eyjcoMC7dp",2021-06-23 17:58:45+00:00,Polska,2,0,22626,https://twitter.com/Salon24pl/status/1407760049951358978
KrzysztofRej,tajbrek nie dla nas #POLSWE,2021-06-23 17:58:44+00:00,"Lublin, Polska",0,0,1259,https://twitter.com/KrzysztofRej/status/1407760046751203328
obsesyjnaW,"No to żegnamy się z euro czas wracać do domu 
#POLSWE #SWEPOL #EURO2020",2021-06-23 17:58:44+00:00,,1,0,173,https://twitter.com/obsesyjnaW/status/1407760044976918533
Andziaaxx,było ładnie w drugiej połowie ale kurwa Lewandowski sam grać nie będzie #POLSWE,2021-06-23 17:58:44+00:00,louis’ antis hate account,5,0,758,https://twitter.com/Andziaaxx/status/1407760044586831882
jaroslaws257,"Obawiam sie, ze na tym konczy sie zlota generacja Polskiej pilki noznej. #POLSWE #Euro2021 #polskaszwecja",2021-06-23 17:58:43+00:00,,2,0,12,https://twitter.com/jaroslaws257/status/1407760041898393607
nahmafia,"Ale żeby Lewandowski robił robotę... ludzie, 10 zawodników - nie licząc bramkarza, a on zakurwia za 10....  #POLSWE",2021-06-23 17:58:43+00:00,she/her ✨,901,89,10681,https://twitter.com/nahmafia/status/1407760041868943364
NickChar_lover,"No, ale bądźmy szczerzy nie ważne jak dobrze lewy by grał tak sam wszystkiego nie zrobi, a on w tym meczu i tak zrobił wiele razy #POLSWE",2021-06-23 17:58:43+00:00,she/her/18,5,0,554,https://twitter.com/NickChar_lover/status/1407760041168576515
223anka,"Robert to jednak klasa sama w sobie, niestety za dobry na granie w takiej reprezentacji #POLSWE",2021-06-23 17:58:43+00:00,Polska,4,0,1477,https://twitter.com/223anka/status/1407760041013395458
lorkaorka,"#POLSWE
to bylo do przewidzenia ok https://t.co/hZrGi0KfmR",2021-06-23 17:58:43+00:00,Tomlinson Poznań,1,0,221,https://twitter.com/lorkaorka/status/1407760039612399619
olexandraxx,#POLSWE myślę że https://t.co/XOzrre7Ufm,2021-06-23 17:58:42+00:00,she/her ,2,0,55,https://twitter.com/olexandraxx/status/1407760039176249346
malgosiaaa_,NIC SIĘ NIE STAŁO #POLSWE,2021-06-23 17:58:42+00:00,Warsaw,1,0,324,https://twitter.com/malgosiaaa_/status/1407760035720085515
crazypinkpeach,No nic widzimy się we wrześniu:) #POLSWE,2021-06-23 17:58:41+00:00,,0,0,716,https://twitter.com/crazypinkpeach/status/1407760034587713539
luthienn___,Ale ogl szacun dla Lewego #POLSWE,2021-06-23 17:58:41+00:00,,12,1,252,https://twitter.com/luthienn___/status/1407760033316847617
bibleIuvs,"mimo wszystko dziekujemy chlopaki, dziekujemy za te emocje, za ten cudowny mecz z hiszpania, dziekujemy &lt;3 #POLSWE",2021-06-23 17:58:41+00:00,"she!¡her, booksig: @lupinpoesy",15,0,5380,https://twitter.com/bibleIuvs/status/1407760032230486021
gortestia,"Gdyby mój stary tam grał to byśmy wygrali
#POLSWE",2021-06-23 17:58:41+00:00,she ,1,2,294,https://twitter.com/gortestia/status/1407760031311872005
larrysquille,"I'm sorry, Lewandowski ratuje naszą reprezentację tym wynikiem, nie zwodzi :))) żeby mógł strzelać, inni muszą mu podawać, bronić i utrzymywać piłkę, on sam nie zagra za 11 osob. Wkurzają mnie komentarze, że Lewy nas zawodzi #POLSWE",2021-06-23 17:58:40+00:00,,3,0,188,https://twitter.com/larrysquille/status/1407760030837919748
matildasmysong,"zalamalam się jak nie zaliczyli nam drugiego gola i to tak poważnie bo miałam jeszcze nadzieje 
#POLSWE",2021-06-23 17:58:40+00:00,she¡!her,4,0,692,https://twitter.com/matildasmysong/status/1407760029747449863
clowneui,juz nigdy nie pojde do ikei elo #POLSWE,2021-06-23 17:58:39+00:00,no stunts!!,3,0,1329,https://twitter.com/clowneui/status/1407760026295541769
YG_WATERMELON,No kochani cóż no chuj #POLSWE,2021-06-23 17:58:39+00:00,~she/her~,7,0,1350,https://twitter.com/YG_WATERMELON/status/1407760023107870722
kaktus118,"Nigdy więcej Bereszyńskiego na środku obrony. Na wahadle proszę bardzo. Jóźwiaka dać na lewą stronę, Grał tak w Lechu, gra tak w Derby. Ustawienie Beresia, to największy błąd Sousy na tych mistrzostwach.  #POLSWE #SWEPOL #ŁaczyNasPiłka @Sportowy_Kanal",2021-06-23 17:58:38+00:00,"Poznań, Polska",0,0,11,https://twitter.com/kaktus118/status/1407760022420004868
Stona_biedrona,"Polecam zablokować, nie wytrzymam jak można robić takie okropne rzeczy. Popłakałam się jak nigdy i cala sie trzęsę. nie rozumiem Szwedzi  takie rzeczy kurwa bolą
#POLSWE",2021-06-23 17:58:38+00:00,!¡will see 5sos!¡    any prns,3,1,903,https://twitter.com/Stona_biedrona/status/1407760019853094921
Kyrti0m,to jest jakiś żart #POLSWE,2021-06-23 17:58:37+00:00,,0,0,6,https://twitter.com/Kyrti0m/status/1407760018120773633
JanekStacewicz,"#POLSWE
Trzeba sklonować Lewandowskiego to będzie ich 11, wtedy nie będzie problemu kekw",2021-06-23 17:58:37+00:00,,4,0,13,https://twitter.com/JanekStacewicz/status/1407760017957261312
Michalnrog,"Wycisnęliśmy z siebie wszystko choć i tak sądzę że tej trzeciej bramki #SWE 

Ale mimo to smutno 😢
#POL #POLSWE #UefaEuro2020",2021-06-23 17:58:37+00:00,"Polska, Katowice",0,0,447,https://twitter.com/Michalnrog/status/1407760017407754245
Czajeson,Czy to nie jest najlepsze euro Lewego pod względem strzelonych bramek? #POLSWE,2021-06-23 17:58:37+00:00,,2,0,332,https://twitter.com/Czajeson/status/1407760016786997248
myloovejimin,"tak się czuje 
#POLSWE https://t.co/69Y3y1Okdp",2021-06-23 17:58:37+00:00,she/her.,12,0,262,https://twitter.com/myloovejimin/status/1407760014895423490
tesoltare,"a tak Szczęsnemu dobrze szło z Hiszpanią, więc co się dzisiaj odpierdoliło? #POLSWE",2021-06-23 17:58:37+00:00,,6,0,747,https://twitter.com/tesoltare/status/1407760014794792965
kajtii,"Przygoda była cudowna, mecz naprawdę udany, #Euro2020 trwa dalej, a są plusy odpadnięcia Polaków. 

Wreszcie pseudo znawcy piłki nożnej ucichną, bo marazm i defetyzm, jaki się wylewał tu podczas meczów, to jest paranoja… 😅

#POLSWE https://t.co/triX2YD98z",2021-06-23 17:58:36+00:00,"Tczew, Polska",0,0,88,https://twitter.com/kajtii/status/1407760011946827780
Gabuszkaa,Szczęsny &lt;333 #POLSWE https://t.co/6ipYcwBgtG,2021-06-23 17:58:36+00:00,She/her INFP/ 🏳️‍🌈 🇵🇱🇬🇧,58,12,3430,https://twitter.com/Gabuszkaa/status/1407760010407460880
_hellsdevi,Ale mi przyrko... #POLSWE,2021-06-23 17:58:35+00:00,kraina śmierci,2,0,652,https://twitter.com/_hellsdevi/status/1407760007521837064
wkuurwiaasz,Grali naprawdę bardzo dobrze jestem z nich dumna #POLSWE,2021-06-23 17:58:34+00:00,She/Her ♏️♉️♒️,2,0,194,https://twitter.com/wkuurwiaasz/status/1407760004590014466
Nmcmartwy,"Mma nadzieje, ze trener nie odejdzie, bo ma w sobie to coś #POLSWE",2021-06-23 17:58:34+00:00,,2,0,1919,https://twitter.com/Nmcmartwy/status/1407760003155496960
stubborngirlxxx,"Przegrywamy 2:3 #POLSWE
Walka była, ale się skończyła.
Szczęsny jako bramkarz jak widać się nie sprawdza, być może postawienie na Fabiańskiego czy chociażby na Skorupskiego dałoby ""świeży oddech"" naszej reprezentacji.
To mogło być zwycięstwo,ale widocznie nie było nam dane.",2021-06-23 17:58:34+00:00,Polska,1,0,1017,https://twitter.com/stubborngirlxxx/status/1407760002945892353
malwinkq,Gdybyśmy nie traktowali pierwszej połowy jak rozgrzewki to może coś by z tego było  #POLSWE,2021-06-23 17:58:33+00:00,she/her,1,0,366,https://twitter.com/malwinkq/status/1407759997900034053
julkastyles28,"NIC SIĘ NIE STALO POLACY
NIC SIE NIE STALO
NIC SIE NIE STALOOOOOOO
#POLSWE
#Euro2021",2021-06-23 17:58:32+00:00,w twojej szafie,1,0,615,https://twitter.com/julkastyles28/status/1407759996763447297
kindereekkk,"Piękny mecz, dużo walki, było blisko przez chwilę ale niestety... #POLSWE",2021-06-23 17:58:32+00:00,•||He/Him||•,3,0,774,https://twitter.com/kindereekkk/status/1407759996646010881
maliksfairy,szczęsny szuka za kamerą bardziej niż za piłką #POLSWE,2021-06-23 17:58:32+00:00,i wanna love you but i can't ,1,0,903,https://twitter.com/maliksfairy/status/1407759996624982022
Miyoshii92,"#SWEPOL #POLSWE nic się nie stało, polacy, nic się nie stało 😂😂😂😂😂😂😂😂😂",2021-06-23 17:58:32+00:00,폴란드 (Poland),0,0,153,https://twitter.com/Miyoshii92/status/1407759994272071683
Nedrixxx,"Ale mi szkoda Roberta. Próbował grać za całą drużynę, ale znów się to nie udało. Także z niego jednego jestem dumna a calą resztę przemilczmy #POLSWE",2021-06-23 17:58:32+00:00,,6,0,68,https://twitter.com/Nedrixxx/status/1407759993999331328
beachwood_cafe,"ciężkie życie polskiego kibica 😏
#POLSWE",2021-06-23 17:58:30+00:00,,2,0,236,https://twitter.com/beachwood_cafe/status/1407759987342987267
p_hudini,Skandal !!!! Nie będzie meczu o honor 😡😡#POLSWE,2021-06-23 17:58:30+00:00,Poland,1,0,4053,https://twitter.com/p_hudini/status/1407759985094840324
noisyalpaca,"Lewy zostaje, reszta do wyjebania, nawet dobrej obrony nie mamy #POLSWE https://t.co/gzHsb1IeIa",2021-06-23 17:58:29+00:00,,5,0,39,https://twitter.com/noisyalpaca/status/1407759983731691531
ir0n_butt3rfly,Czarna rozpacz kurwa idę chlać mirindę #POLSWE,2021-06-23 17:58:28+00:00,hell aka my own mind,2,0,229,https://twitter.com/ir0n_butt3rfly/status/1407759977801031687
helaleniemiasto,"Nie znam się na piłce w ogóle. Ale Lewandowskiego trzeba chyba pochwalić. A niestety drużyna nie składa się tylko z Lewego. Wracamy do domu i jakieś wnioski trzeba z tego wyciągnąć.
Disappointed but not surprised. #POLSWE #SWEPOL #Euro2021",2021-06-23 17:58:27+00:00,🇫🇷/🇵🇱,9,2,233,https://twitter.com/helaleniemiasto/status/1407759976123281413
pawlowskiww,"Myślałem, że Puchacza już nikt nie pobije, ale nagle wszedł Frankowski... 😧😡
#POLSWE",2021-06-23 17:58:27+00:00,,0,0,9,https://twitter.com/pawlowskiww/status/1407759974357426182
GDworska8791,Mamy jeszcze jakieś matematyczne szanse??? #POLSWE,2021-06-23 17:58:27+00:00,,0,0,1041,https://twitter.com/GDworska8791/status/1407759973128577027
addictedtogrief,Wyszło tak jak zawsze czyli słabo #POLSWE,2021-06-23 17:58:27+00:00,,2,0,2687,https://twitter.com/addictedtogrief/status/1407759973094985733
velinye,"co to było...
nie ukrywam załamka, no to nie przechodzimy
#POLSWE",2021-06-23 17:58:26+00:00,,7,0,2450,https://twitter.com/velinye/status/1407759970272256003
Eleonor30808270,"Szacun dla Lewego!

#Polswe",2021-06-23 17:58:26+00:00,Polska,6,0,559,https://twitter.com/Eleonor30808270/status/1407759968741253121
kiimchitae,"""Z niczego idzie zrobić coś, ale z takiego gówna to nie ma szans""
#POLSWE",2021-06-23 17:58:26+00:00,she/her | 19 ,0,0,71,https://twitter.com/kiimchitae/status/1407759968644837377
skyo43,"Ostatnie 3 minuty, potrzebujemy gola, a Szwedzi wygrywają każdą piłke w środku. Japierdole

#POLSWE",2021-06-23 17:58:26+00:00,"Dolnośląskie, Polska",2,0,60,https://twitter.com/skyo43/status/1407759968430919682
wojtinho88,"Lewy 3 bramki , Krychowiak 3 kartki znajdź różnice #POLSWE",2021-06-23 17:58:25+00:00,"Sosnowiec, Polska",7,2,12,https://twitter.com/wojtinho88/status/1407759967256469505
PiastGliwiceSA,"Biało-Czerwoni walczyli do końca, ale odpadamy z turnieju @EURO2020 😞

Pół godziny podczas #POLSWE rozegrał Kuba Świerczok ⏱️🔵🔴 https://t.co/2Wxzjy2YBf",2021-06-23 17:58:25+00:00,Gliwice,11,0,25230,https://twitter.com/PiastGliwiceSA/status/1407759966459543553
jdbtwerks,"szkoda mi lewego, bo na nim taka presja ciąży, wszyscy na niego liczą, a on kurwa sam meczu nie wygra #POLSWE",2021-06-23 17:58:25+00:00,France,9,0,30024,https://twitter.com/jdbtwerks/status/1407759965176139776
warcaba_,#POLSWE moja reakcja https://t.co/mjK0DLKrtr,2021-06-23 17:58:24+00:00,,1,0,453,https://twitter.com/warcaba_/status/1407759961069920263
girlalmightyyyx,kurwa to było do przewidzenia XDDD #POLSWE,2021-06-23 17:58:23+00:00,don't forget where you belong,1,0,1860,https://twitter.com/girlalmightyyyx/status/1407759958188429314
BieniuFN,"Lewy sam meczu nie wygra 
Change my mind #POLSWE",2021-06-23 17:58:23+00:00,,6,0,50,https://twitter.com/BieniuFN/status/1407759957911539717
hugo89412547,w pizdu wszystko #POLSWE,2021-06-23 17:58:23+00:00,nie,1,0,1031,https://twitter.com/hugo89412547/status/1407759957521534977
ChLiberator,#SWEPOL #POLSWE Opisz swój stan po meczu Polska - Szwecja. Ja: https://t.co/iAGS1IN1p8,2021-06-23 17:58:22+00:00,"Warszawa, Polska",7,0,1503,https://twitter.com/ChLiberator/status/1407759954430369796
RainbowNiall_,"To byłoby marzenie gdybyśmy wygrali, ale niestety się nam nie udało. Powodzenia następnym razem 🇵🇱
#POLSWE #SWEPOL",2021-06-23 17:58:22+00:00,,3,0,2492,https://twitter.com/RainbowNiall_/status/1407759954157752321
wiktoriakupny,"No ale przynajmniej mamy wegańskie klopsiki... 
#POLSWE",2021-06-23 17:58:22+00:00,,1,0,77,https://twitter.com/wiktoriakupny/status/1407759953985785859
Migaczyka,"A za czasów Wuja to było narzekanie ""wyjdzie z grupy, bo wychodzą 3 zespoły ale co z tego jak dalej nie zajdzie"" xd #StrefaEuro #POLSWE https://t.co/nWS06SQ1ap",2021-06-23 17:58:22+00:00,,1,0,140,https://twitter.com/Migaczyka/status/1407759952224165891
zyciebycie,ale tez racja ze lewy calej druzyny ciagnac nie bedzie #POLSWE,2021-06-23 17:58:22+00:00,♏️♊️♎️,2,0,77,https://twitter.com/zyciebycie/status/1407759951947309056
SweetcheeksL28,"Mam nadzieję że za 4 lata na bramce będzie ktoś inny niż Szczęsny 

#POLSWE",2021-06-23 17:58:22+00:00,,20,3,1867,https://twitter.com/SweetcheeksL28/status/1407759951943110656
kfachu,"@lewy_official współczuje Ci, widać ze jesteś najlepszym napastnikiem na świecie. Strasznie Ci współczuje ze musisz grać w tej reprezentacji, jesteś najlepszy i tyle. Dziękuje za emocje! #POLSWE #Euro2021",2021-06-23 17:58:21+00:00,Polska,2,0,28,https://twitter.com/kfachu/status/1407759949170724866
adoreselenka,"wielka szkoda, ale nie można zarzucić im, że się nie starali, bo grali naprawdę w porządku, dla lewandowskiego to już w ogóle wielki szacun #POLSWE",2021-06-23 17:58:19+00:00,she/her,4,1,1247,https://twitter.com/adoreselenka/status/1407759942816305157
amodecafe,"nic się nie stlo polacy nic sie nie stalo!!!! nastepnym razem, i tak sie popisaliśmy i szło jam serio dobrze,  przeciwnik mocny #POLSWE https://t.co/REKMUFbtkJ",2021-06-23 17:58:19+00:00,❀ 280422 !!! underage,16,2,840,https://twitter.com/amodecafe/status/1407759942740754440
lila_a28,tylko teraz nie zrzucajmy całej winy na reprezentacje bo piłkarze tez to bardzo przezywają o my jako kibice ich tylko przybijamy  #POLSWE,2021-06-23 17:58:19+00:00,she/her,1,0,499,https://twitter.com/lila_a28/status/1407759941205639174
blackwhitexz,"Jakbyśmy potrafili grać od początku w wszystkich meczach jak w końcówce tego meczu to byłoby inaczej a tak no trudno 
#POLSWE",2021-06-23 17:58:19+00:00,,2,0,419,https://twitter.com/blackwhitexz/status/1407759939964182532
chvngesx,NIC SIĘ NIE STAŁO! POLACY NIC SIĘ NIE STAAAAAŁO #POLSWE,2021-06-23 17:58:18+00:00,priv: @jvsticexs,1,0,1601,https://twitter.com/chvngesx/status/1407759936608669705
czornybanan,"No i jedziemy z tradycją:

POOOLACY NIC SIĘ NIE STAŁO
POOOLACY NID SIĘ NIE STAŁO
NIIC SIĘ NIE STAAAŁO
POOOLACY NIC SIĘ NIE STAŁO
#POLSWE",2021-06-23 17:58:18+00:00,"Poznań, Polska",2,1,156,https://twitter.com/czornybanan/status/1407759935748907011
Albertzdan1,"Nasz mecz był...
#POLSWE #SWEPOL #EURO2020 #strefaeuro",2021-06-23 17:58:17+00:00,,0,0,49,https://twitter.com/Albertzdan1/status/1407759931684667397
sercezlewej,"I tak jest postep - udalo sie bez samoboja, bo byloby 4:2 dla Szwecji #POLSWE",2021-06-23 17:58:17+00:00,"Warszawa, Polska",0,0,2134,https://twitter.com/sercezlewej/status/1407759931659390976
Groke58623912,#POLSWE ja pierdole krychowiak https://t.co/5rbPMRolY7,2021-06-23 17:58:16+00:00,,6,0,1,https://twitter.com/Groke58623912/status/1407759929398661130
Breakout93,"Dla mnie dzisiaj byliście wojownikami. Dzięki wielkie za te emocje. Już nikt nie powie, że Lewandowski jest słaby na wielkich turniejach. Jesteście zwycięzcami dla mnie, możecie wracać do kraju z podniesioną głową. Wielkie raz dzięki! #POLSWE #ŁaczyNasPiłka #EURO2020",2021-06-23 17:58:16+00:00,"Lublin, Polska",2,0,274,https://twitter.com/Breakout93/status/1407759929390387208
leniwyczlowiek,cóż żegnamy się z euro ale panowie dziękujemy za walke! 🇵🇱#POLSWE #pol #EURO2020,2021-06-23 17:58:16+00:00,głodna jestem ,2,0,341,https://twitter.com/leniwyczlowiek/status/1407759927213543430
ztalentem,Mam nadzieję że tego nie widziałeś i nie odwołasz koncertu #POLSWE https://t.co/A4GXbEkwo1,2021-06-23 17:58:15+00:00,"larrie, buzzin , no stunts",2,0,115,https://twitter.com/ztalentem/status/1407759924558450688
luvmyash_xx,A było tak blisko #POLSWE,2021-06-23 17:58:14+00:00,,0,0,406,https://twitter.com/luvmyash_xx/status/1407759921781878793
recognoscentiam,Niby człowiek wiedział ale nadal się łudził #POLSWE,2021-06-23 17:58:14+00:00,she/her,4,0,958,https://twitter.com/recognoscentiam/status/1407759919181336576
Wiktoriaczeqq,Zdarza się kochani za 4 lata im pokażemy na co nas stać #POLSWE,2021-06-23 17:58:14+00:00,"she/her, no stunts",0,0,347,https://twitter.com/Wiktoriaczeqq/status/1407759917927251978
epooooooh_hope,droga Reprezentacjo Lewy kurwa nie wygra za nas Euro2020 #POLSWE  ogarnijcie się bo aż oczy bolą od tego co wyrabiacie,2021-06-23 17:58:13+00:00,Atlandyta,4,0,11,https://twitter.com/epooooooh_hope/status/1407759915817607169
cvbxin,"mamy obrone do wyjebania zupelnie, polacy uczcie sie od szwedow #POLSWE",2021-06-23 17:58:13+00:00,18,1,0,766,https://twitter.com/cvbxin/status/1407759915343548419
wlapeiwpape,"prawda jest taka, że Lewandowski nawet nie ma z kim grać #POLSWE",2021-06-23 17:58:13+00:00,,5,0,7,https://twitter.com/wlapeiwpape/status/1407759915075227649
Gbarysiass,człowiek wiedział ale jednak się łudził  #POLSWE,2021-06-23 17:58:13+00:00,,3,0,618,https://twitter.com/Gbarysiass/status/1407759913913356289
iamyourbadsoul,KURWA BIEGŁAM DO PIZZZERI NIE ZDZRAAM ZOBACZYĆ PANOWIE MI POWIEDZIELI ZE PRZGERLAISMY 3-2 PLACZE KURWA PLACZE JESTEM ZAŁAMANA #EURO2020 #POLSWE,2021-06-23 17:58:12+00:00,Чернобыль              ,8,2,636,https://twitter.com/iamyourbadsoul/status/1407759913502138372
frytkizsosem,"dzięki lewy, przynajmniej dzięki tobie nie jest AŻ tak zle #POLSWE",2021-06-23 17:58:12+00:00,,2,0,4,https://twitter.com/frytkizsosem/status/1407759912336297989
jazzyvangogh,nie wiem chuj katastrofa XD #POLSWE,2021-06-23 17:58:12+00:00,she/her ♌️ isfp,1,0,30,https://twitter.com/jazzyvangogh/status/1407759912239779844
adoresmrtina,reklama nie przestawajmy wierzyc w siebie XDDDDD #POLSWE,2021-06-23 17:58:12+00:00,♡ tini 1x rt | she/her,0,0,715,https://twitter.com/adoresmrtina/status/1407759911350636546
v4nsrry,brawo dla lewego #POLSWE,2021-06-23 17:58:12+00:00,live laugh lana del rey,0,0,471,https://twitter.com/v4nsrry/status/1407759911321276420
louist_28_,Lewandowski mogę podać ci rękę ale reszta to......oni w ogóle chcieli grać czy to z przymusu? #POLSWE,2021-06-23 17:58:12+00:00,"
Are we gonna make it?
Is this gonna hurt?
Oh, we can try to sedate it
But that never works 
",88,15,4161,https://twitter.com/louist_28_/status/1407759909928771589
