word,count
kurwa,1278
mecz,876
mieć,865
lewy,741
gol,467
bramka,425
lewandowski,415
minuta,381
robert,368
grać,361
chuj,345
koniec,313
polak,283
krychowiak,270
szkoda,269
d,269
móc,266
euro,262
polska,259
polski,251
strzelić,234
wygrać,229
nadzieja,222
szwecja,214
raz,212
dobry,200
reprezentacja,196
spalić,194
piłka,184
dawać,178
rok,164
stać,163
czas,160
wiedzieć,158
brawo,157
dać,142
drużyna,142
dom,136
kochać,135
siebie,131
