username,content,date,userlocation,likecount,retweetcount,followers,url
lysgaardsbakken,"Polska po dzisiejszym meczu:
#POLSVK https://t.co/CxQNjj2CNB",2021-06-14 18:16:48+00:00,🇵🇱 she/her,11,0,1137,https://twitter.com/lysgaardsbakken/status/1404503100233297924
4changes4,"#POLSVK co z tego,że mamy najlepszego piłkarza świata, jak reszta to 2.liga! Sam Lewy nic nie zrobi.",2021-06-14 18:16:47+00:00,,0,0,83,https://twitter.com/4changes4/status/1404503099235094528
RybkaPatryk,"Najlepsze podsumowanie tego meczu.
#POLSVK #EURO2020 #strefaeuro https://t.co/oRYtubErn7",2021-06-14 18:16:47+00:00,Sufczyn ,88,4,980,https://twitter.com/RybkaPatryk/status/1404503096382963716
ska17430,#POLSVK #ŁaczmySie w bólu 🤜🤛,2021-06-14 18:16:46+00:00,"Poland, Warsaw",0,0,35,https://twitter.com/ska17430/status/1404503093262364672
BotJanusz,"I po kocie... :&lt;

#POLSVK https://t.co/U6xTrVp0J6",2021-06-14 18:16:44+00:00,Zewsząd / From everywhere,0,0,1,https://twitter.com/BotJanusz/status/1404503083707777025
WojtekMackowski,"Niestety, kto inny na gar zasłużył... #POLSVK https://t.co/MI2XH1QKFf",2021-06-14 18:16:43+00:00,"Warszawa, Polska",1,0,318,https://twitter.com/WojtekMackowski/status/1404503081346273280
pyroholik,"Bednarek w wywiadzie mówi o ciężkiej pracy. Może zamiast więcej pracy należy włączyć w końcu myślenie, bo ile kurwa można. 

Ps: Buenos Aires Senior Bedi ;)

#POLSVK #EURO2020",2021-06-14 18:16:40+00:00,,0,0,288,https://twitter.com/pyroholik/status/1404503068683780106
Katrexik,A TO PRAWDA😆#POLSVK https://t.co/XK16TgN2pF,2021-06-14 18:16:39+00:00,,1,0,8,https://twitter.com/Katrexik/status/1404503064468459523
toronciak_,ja to po prostu zostawię #POLSVK https://t.co/j7YREYnOdb,2021-06-14 18:16:34+00:00,"Poznań, Polska",151,23,7966,https://twitter.com/toronciak_/status/1404503041806635008
DaroGPX,"Mogę jeszcze kibicować 🇨🇭🤔
#POLSVK",2021-06-14 18:16:33+00:00,Polska / Schweiz,0,0,399,https://twitter.com/DaroGPX/status/1404503037356482565
MrWaski,"Jakby komentatorzy tak nie glyndzili, jakoś bym to zniósł... #POLSVK",2021-06-14 18:16:32+00:00,Poland,0,0,1814,https://twitter.com/MrWaski/status/1404503036198785025
Roslonski1993,"Słowa Janka Bednarka po meczu pokazują, jak bardzo źli są zawodnicy na siebie samych. Fakt, to było granie juniorskie. #POLSVK #EURO2020",2021-06-14 18:16:32+00:00,,0,0,500,https://twitter.com/Roslonski1993/status/1404503033732644868
k7_magda,"Polska strzela gola w 38 sekundzie 
Słowacja: 
#POLSVK https://t.co/FITkoPanO4",2021-06-14 18:16:32+00:00,love u 3000,4,0,25,https://twitter.com/k7_magda/status/1404503033292242948
mmaly,"#Matematyka jest cudowna. Polacy mogą się cieszyć, że przegrali tylko jednym punktem, Słowacy mogą się cieszyć, że strzelili dwukrotnie więcej goli. #POLSVK",2021-06-14 18:16:29+00:00,"Kraków, Poland",3,0,2476,https://twitter.com/mmaly/status/1404503020671582209
Szulero,#POLSVK i cały tydzień do dupy.,2021-06-14 18:16:25+00:00,Polska,0,0,1,https://twitter.com/Szulero/status/1404503007291707392
kurtsbox,"tak już w życiu jest, tak już w życiu bywa, raz jest zajebiście, raz prezentacja przegrywa #POLSVK",2021-06-14 18:16:23+00:00,she/her   picked up by Jesus;),8,0,1683,https://twitter.com/kurtsbox/status/1404502997783166984
DamiW31,"Jedyna wersja tabeli w której jesteśmy najlepsi, chociaż liczba punktów będzie się zgadzać do końca 🤕 #POLSVK #EURO2020 https://t.co/0iHk7AirKu",2021-06-14 18:16:19+00:00,Piekło,2,0,1475,https://twitter.com/DamiW31/status/1404502979105939457
fitpatix,"osoby ktore uwazaja, ze Szczesny jest dobrym bramkarzem sa chyba slepe naprawde, ten czlowiek potrafi zjebac nam kazdy mecz  #POLSVK",2021-06-14 18:16:18+00:00,"London, England",2,0,434,https://twitter.com/fitpatix/status/1404502977449234439
lovely__chim,"Powiedzcie mi jak to jest że piłka nożna która wśród wszystkich sportów jest najbardziej dotowana przez ministerstwo czyli z naszych pieniędzy i robią taki burdel a ci co mają gówno z bryndzą a nie wsparcie finansowe, osiągają sukcesy (czyt Iga Świątek np)
#EURO2020 #POLSVK",2021-06-14 18:16:17+00:00,Poland,3,0,111,https://twitter.com/lovely__chim/status/1404502972940402699
MartynaO,"Powrót do tradycji: mecz otwarcia, mecz o wszystko, mecz o honor #EURO2020 #POLSVK",2021-06-14 18:16:16+00:00,Poland,3,0,129,https://twitter.com/MartynaO/status/1404502966548189184
WojciechNowako4,Tymoteusz Puchacz najlepszy #POLSVK,2021-06-14 18:16:12+00:00,"Katowice, Polska",0,0,6,https://twitter.com/WojciechNowako4/status/1404502949284438023
Luczix7,"Jurek, słuchaj ... głupia sprawa w sumie ... #POLSVK",2021-06-14 18:16:11+00:00,"Warsaw, Poland",0,0,44,https://twitter.com/Luczix7/status/1404502948193968147
GOL24pl,Ondrej Duda podsumował mecz #POLSVK  https://t.co/0kdkovR28O,2021-06-14 18:16:08+00:00,web | telefon | tablet,0,0,20648,https://twitter.com/GOL24pl/status/1404502933132263428
Bibuleczek,"@pzpn_pl kto nowym selekcjonerem? @czesmich ?
#POLSVK #EURO2020",2021-06-14 18:16:02+00:00,,0,0,1,https://twitter.com/Bibuleczek/status/1404502907215548427
1920Coyote,@KubaSeweryn Poza tym dużo złych decyzji trenera... #POLSVK,2021-06-14 18:16:00+00:00,"Białystok, Polska",0,0,7,https://twitter.com/1920Coyote/status/1404502901314183176
WiktorKolumb,"@tomczyk_p @ForfiterP prawda jest taka, że nasi to padaka...
Lewy bez formy
chyba z dziesięć strzałów w powietrze
masakra
#POLSVK",2021-06-14 18:15:59+00:00,,0,0,2249,https://twitter.com/WiktorKolumb/status/1404502894750093317
przewoznik1971,Polacy nic się nie stało 🤣🤣🤣#POLSVK,2021-06-14 18:15:54+00:00,"Pomorskie, Polska",0,0,13,https://twitter.com/przewoznik1971/status/1404502875435327492
sport_tvppl,"Jan Bednarek: byliśmy bardzo dobrze przygotowani, wiedzieliśmy co mamy robić. Dwa bardzo głupie, juniorskie błędy powodują, że nie wygrywamy tego meczu, tylko go przegrywamy #POLSVK #strefaEuro",2021-06-14 18:15:54+00:00,"Warszawa, Polska",83,3,172424,https://twitter.com/sport_tvppl/status/1404502874101538831
rafal016,"Kontrolowaliśmy cały mecz, oddaliśmy im sytuacje, to niedopuszczalne, ciężko więcej powiedzieć. Dwa juniorskie błędy, przegrywamy, druga połowa start b. intensywny. Dużo rzeczy nie idzie jak byśmy chcieli. Betoniarek. #POLSVK #strefaeuro https://t.co/iYPC9kYloc",2021-06-14 18:15:52+00:00,"Wrocław, Polska",3,0,915,https://twitter.com/rafal016/status/1404502866174296064
SlawBnh,#POLSVK wiedza co mają robic ... jak grac ... a dopiero jak jest zle i gramy w 10 to oni zaczynają zapierdalac zamiast tak zagrać od poczatku ... o co tu kur.....a chodzi ???? @LaczyNasPilka @mszkolnikowski @BorekMati @PrawdaFutbolu @Sportowy_Kanal,2021-06-14 18:15:50+00:00,Polska,0,0,96,https://twitter.com/SlawBnh/status/1404502859257987079
adam_zloteruno,"Cała nadzieja w MGR Julii (TW wolfgangowej), że ogłosi wynik #POLSVK za niekonstytucyjny",2021-06-14 18:15:49+00:00,"Ruda Śląska, Polska",0,0,644,https://twitter.com/adam_zloteruno/status/1404502852173811723
Adam65625589,"Z takim niezgraniem naszych, to i San Marino by coś ""pykło"" ze stałego fragmentu...
#POLSVK",2021-06-14 18:15:44+00:00,Poznań,0,0,10,https://twitter.com/Adam65625589/status/1404502835304206338
exPodlachia,"Ostatni raz tak się czułem po pierwszym meczu mistrzostw świata w 2002 r. z Koreą. I po pierwszym meczu mistrzostw świata w 2006 r. z Ekwadorem. I po pierwszym meczu mistrzostw świata w 2018 r. z Senegalem.

Jak dobrze, że obecny championat to tylko mistrzostwa Europy 😏
#POLSVK",2021-06-14 18:15:44+00:00,,0,0,66,https://twitter.com/exPodlachia/status/1404502833295245315
KamilKusier,"Robert Lewandowski za Jerzego Brzęczka: 9 sekund milczenia i zwolniony selekcjoner. 

Robert Lewandowski za Paulo Sousy: 90 minut nieobecności na boisku. 

#POLSVK #EURO2020",2021-06-14 18:15:43+00:00,Zamość / Gdańsk / PL,2,0,513,https://twitter.com/KamilKusier/status/1404502828173856770
MariuszMachnik,"W ostatni piątek czerwca ze szkoły wypada rozpędzony i roześmiany dzieciak, niemal taranując idącego chodnikiem mężczyznę. 
- Spokojnie, chłopcze, zrobisz sobie krzywdę. Tak się cieszysz, bo pewnie masz świadectwo z paskiem...
- Nie! Ale jeszcze tylko wp....ol i wakacje!
#POLSVK",2021-06-14 18:15:43+00:00,,7,0,3273,https://twitter.com/MariuszMachnik/status/1404502828043976704
RadoslawNawrot,Turnieje bez Polaków nie psują święta  #POLSVK,2021-06-14 18:15:40+00:00,Poznań,25,1,27492,https://twitter.com/RadoslawNawrot/status/1404502814731165696
krzysiekdan,"I tak chuja byśmy zrobili na tym turnieju. Szkoda czasu tylko. Mogłem sobie w tomb rider pograć. #POL #SVK #polsvk

Turniej był interesujący do naszego meczu. Szkoda nerwów.",2021-06-14 18:15:38+00:00,"Kraków, Polska",1,0,260,https://twitter.com/krzysiekdan/status/1404502806145421314
MGrubacinsky,Bednarek: „wygrany mecz przegrywamy” 😅 niech se to zobaczy w telewizji jeszcze raz 😅😅😅 #POLSVK,2021-06-14 18:15:34+00:00,"Katowice, Polska",8,0,98,https://twitter.com/MGrubacinsky/status/1404502793214439425
ksjurak,"W sumie Słowacy wygrali też w koszulki. Bardzo ładne.

#POLSVK #EURO2020",2021-06-14 18:15:34+00:00,"Zawiercie, Polska",1,0,257,https://twitter.com/ksjurak/status/1404502790626480130
Grabsky1,Doczekaliśmy się chyba czarnego konia rozgrywek #POLSVK #strefaeuro,2021-06-14 18:15:33+00:00,,0,0,7,https://twitter.com/Grabsky1/status/1404502785341730816
buczkowskipawel,"Co prawda nie trafiłem do końca wyniku, bo poniosła mnie fantazja, ale koledzy optymiści z redakcji przestrzelili zupełnie, więc zawartość woreczka jest moja. Smutne to pocieszenie #POLSVK https://t.co/ChVsLTiZQS",2021-06-14 18:15:31+00:00,"Lublin, Poland",4,0,1126,https://twitter.com/buczkowskipawel/status/1404502779142496258
jusia1986,miałam na myśli z polską piosenką na Eurowizję dla dorosłych #polsvk https://t.co/LDFTz6xLq1,2021-06-14 18:15:31+00:00,"Poland, Silesia ",0,0,2169,https://twitter.com/jusia1986/status/1404502776961454097
BukowskiBartosz,"Czuję się, jakby mnie ktoś poczęstował siarczystym plaskaczem po ryju #POLSVK",2021-06-14 18:15:31+00:00,,4,0,576,https://twitter.com/BukowskiBartosz/status/1404502776705585170
JohnLawee,wgl fajnie Satka Lewego nakrył czapką XDDD #POLSVK,2021-06-14 18:15:30+00:00,Ul. Straszliwej Męki Pańskiej,0,0,31,https://twitter.com/JohnLawee/status/1404502774335819784
SirMa_Official,"O kurwa

#POL
#POLSVK
#EURO2020 https://t.co/seJX9IRXuC",2021-06-14 18:15:30+00:00,,10,1,2174,https://twitter.com/SirMa_Official/status/1404502774025494533
topolski2121,"Przynajmniej mamy świadomość, że jesteśmy słabi. Zawsze coś. #POLSVK https://t.co/CfpMEYEk0y",2021-06-14 18:15:29+00:00,,0,0,68,https://twitter.com/topolski2121/status/1404502772410732545
tvn24sport,"Grzegorz Krychowiak pierwszym piłkarzem ukaranym czerwoną kartką podczas Euro 2020.

#POLSVK #StrefaKibica #TVN24  
#EURO2020 | Serwis specjalny: https://t.co/YMaaJMkUDg

https://t.co/RfBZd2hvlM",2021-06-14 18:15:28+00:00,,4,0,43206,https://twitter.com/tvn24sport/status/1404502767541104657
_V4l3NTIN3,ale wiecie przynajmniej dwa gole strzelili nasi #POLSVK,2021-06-14 18:15:28+00:00,"13.04.22, 28.04.22",4,0,1388,https://twitter.com/_V4l3NTIN3/status/1404502764563185665
dikjot1,"@kedzog1 Mecz otwarcia,Mecz o wszystko,Mecz o honor ☝️🙄 3 mecze i do domu.Zibi coś nie Top Paolo Sousa #POLSVK",2021-06-14 18:15:27+00:00,"Polska,Galicja",0,0,286,https://twitter.com/dikjot1/status/1404502760817582087
SuperbetPL,"Po starciu #POLSVK czas na drugi mecz naszej grupy. Tym razem zagrają zdecydowani faworyci do zajęcia w niej pierwszego miejsca.

#ESPSWE pozwoli przyjrzeć się przyszłym rywalom Polaków.
 ⬇️ 
https://t.co/jDBT8vTB0N",2021-06-14 18:15:25+00:00,"Katowice, Polska",0,0,2266,https://twitter.com/SuperbetPL/status/1404502755037880322
M__Fijalkowski,"@JKurowski Kompromitacja. Taki jest fakt. 

#EURO2020 #POLSVK",2021-06-14 18:15:19+00:00,Skoczów,0,0,83,https://twitter.com/M__Fijalkowski/status/1404502728366252037
Vladek108,"Zapierdalalem na #euro (#POLSVK) z nadmorza coby materaciego zobaczyć 
Siedzę w gaciach 
Psy mnie obszczekujà i nikt znaszych mu zbani nie wyjebal 
O.O
https://t.co/2ZW2LmR7ew pies!
Wygramy
Nie wiem czy się nadaje o.O",2021-06-14 18:15:18+00:00,,0,0,1081,https://twitter.com/Vladek108/status/1404502724251684865
asatorfury,"Jakby ktoś chciał obejrzeć reprezentacje Polski na światowym poziomie, to jutro o 18:00 grają siatkarze w Lidze Światowej przeciwko Kanadzie. 
#POLSVK #POLSLO #EURO2020",2021-06-14 18:15:15+00:00,Poland,1,0,279,https://twitter.com/asatorfury/status/1404502713249980417
maggnetto,"Tradycji stało się zadość. Po meczu otwarcia będziemy grać mecz o wszystko, a następnie mecz o honor.
#POLSVK #EURO2020",2021-06-14 18:15:12+00:00,,0,1,631,https://twitter.com/maggnetto/status/1404502700419657731
tadeuszowca,"#POLSVK mecz pokazał, że nie jesteśmy drużyną, niestety jakby  zlepek gości z wesela chciał na poprawinach zagrać w piłkę by przetrzeźwieć. Krycha okropny, Zielu niech już u nas nie gra, Jóźwiak 45 minut strat, słaby defensywnie, linia defensywy ogólnie źle. Łapanka w #strefaEuro",2021-06-14 18:15:04+00:00,Śląskie,1,0,97,https://twitter.com/tadeuszowca/status/1404502666781339653
PolskieRadio24,".@DarekSzpakowski:  zaczęliśmy tak, jak ostatnio zaczynamy wielkie imprezy - przegrywając pierwszy mecz. Wyjątkiem w tej regule był rok 2016
#POLSVK",2021-06-14 18:15:04+00:00,,2,1,47939,https://twitter.com/PolskieRadio24/status/1404502665850245120
YoshiToranaga3,"#KlątwaSzczęsnego przynosi nam tylko pecha, czas pożegnać się z kadrą....#POLSVK PS.wlasnie tatuś go chwali i usprawiedliwia w @tvpsport https://t.co/tKAIprciSC",2021-06-14 18:15:04+00:00,,1,0,324,https://twitter.com/YoshiToranaga3/status/1404502663740416005
ksiazecej,"Świetny początek turnieju #EURO2020 dla Polaków,
po pierwszym meczu jesteśmy samodzielnym liderem w klasyfikacji samobójczych trafień,
a w kolejnych trzez zestawieniach mamy TOP3 👏 #POLSVK https://t.co/WtvC9WkO7Q",2021-06-14 18:15:00+00:00,,14,0,5459,https://twitter.com/ksiazecej/status/1404502648594776074
katabielo,Nie cieszę się i rozczarowana nie jestem. #POLSVK https://t.co/a92cJRvYlu,2021-06-14 18:14:59+00:00,Olsztyn,1,0,328,https://twitter.com/katabielo/status/1404502643192565766
Gabibo01,@LaczyNasPilka #ŁaczmySie #POLSVK #POLSLO  No i co kurwa nie mowilem???????,2021-06-14 18:14:59+00:00,,0,0,19,https://twitter.com/Gabibo01/status/1404502642500456448
RybkaPatryk,"Podczas meczu było mocne wkurwienie, później bezsilność, aż się płakać chciało, jak się na nich patrzyło, a teraz to już mam totalnie wyjebane...
#POLSVK #EURO2020 #strefaeuro",2021-06-14 18:14:55+00:00,Sufczyn ,3,0,980,https://twitter.com/RybkaPatryk/status/1404502629149990919
fplpoland,"Boli mnie to, że dziś w dużej mierze zawiedli doświadczeni zawodnicy. Mamy przecież kilku gości, którzy swoje w piłce już wygrali, to nie był dla nich pierwszy wielki turniej, a później nie radzimy sobie z bandą starych Słowaków z Ekstraklasy 🙄

#PolskaGuuurom #POLSVK #EURO2020",2021-06-14 18:14:55+00:00,Polska,35,0,8873,https://twitter.com/fplpoland/status/1404502626155302913
sport_tvppl,"Jan Bednarek: kontrolujemy spotkanie, mamy posiadanie piłki... i brak takiego przekonania, konsekwencji w działaniach. Dwie sytuacje przeciwnika i dajemy im strzelić bramkę #POLSVK #strefaEuro",2021-06-14 18:14:52+00:00,"Warszawa, Polska",44,1,172424,https://twitter.com/sport_tvppl/status/1404502616843902976
KacperKozlowskk,Lubo Satka i Milan Skriniar zneutralizowali dzisiaj Roberta Lewandowskiego. #EURO2020 #POLSVK,2021-06-14 18:14:52+00:00,"Poznań, Polska",3,0,348,https://twitter.com/KacperKozlowskk/status/1404502615157882892
micha_szczyrba,"Gratulacje dla Dudy, Hamsika i ekipy🇸🇰
Ambicja, zaangażowanie i jakość po stronie Słowacji 👏
#Euro2020
#POLSVK
#SVK https://t.co/axWFFYpgrD",2021-06-14 18:14:52+00:00,"Łaziska Górne, Polska",6,0,347,https://twitter.com/micha_szczyrba/status/1404502613878521857
AgatonKozinski,"Niesamowite jest to przekonanie Polaków w wypowiedziach po meczu, że byli lepsi. Skąd ta pycha u nich? Przecież łomot dostali

#POLSVK",2021-06-14 18:14:48+00:00,,73,6,10390,https://twitter.com/AgatonKozinski/status/1404502600402223110
rekafadam,"Przychodzi gość który pracuje w klubach tyle co wyśmiewany Sa Pinto, nie zna zawodników, ligę ma w dupie. Mecze które ma, wykorzystuje na ""tfurczy"" chaos. Jak to się miało udać? A dziennikarze zachwyceni, bo Kozłowskiego powołał 😂😂😂

#POLSVK #strefaeuro",2021-06-14 18:14:48+00:00,"Warszawa, Polska",1,0,290,https://twitter.com/rekafadam/status/1404502596799406092
R_G_77_07,"Większa wiara Kubica niż umiejętności i możliwości kadry 🤬
#POLSVK #strefaeuro 👇 https://t.co/vmWS0sFkUX",2021-06-14 18:14:48+00:00,"Ł34, Płock, Polska",0,0,645,https://twitter.com/R_G_77_07/status/1404502596480557061
macdac,"Ale Bogiem a prawdą, to jednak Polacy strzelili 2 bramki, a Słowak tylko jedną #POLSVK :)",2021-06-14 18:14:44+00:00,Warsaw,21,0,21682,https://twitter.com/macdac/status/1404502582639353865
Lechu_Urban,"Jest szansa, że UEFA powiększy mistrzostwa Europy do 60 drużyn i wtedy wpadniemy na Gibraltar, San Marino i zawsze mocny Luksemburg i wtedy będzie szansa na wyjście z grupy po trzech remisach...
Dobranoc wszystkim.

#POLSVK #EURO2020",2021-06-14 18:14:42+00:00,"Piła, Polska",1,0,1186,https://twitter.com/Lechu_Urban/status/1404502573873258504
stivo85,"No nie chciałem, sorry. #POLSVK #EURO2020 #EURO2021 https://t.co/qEd2LiYYAl",2021-06-14 18:14:42+00:00,"Szczecin, PL",0,0,60,https://twitter.com/stivo85/status/1404502571688116232
bartierscarti,DOBRA MOCNE #POLSVK https://t.co/YwHDYjdRfE,2021-06-14 18:14:40+00:00,♍️/♒️/♒️,570,58,15451,https://twitter.com/bartierscarti/status/1404502566411591684
idealewicowa,"coś nie wyszło XDDD 
#POLSVK https://t.co/Me3riyaBGP",2021-06-14 18:14:40+00:00,🇵🇱,6,0,405,https://twitter.com/idealewicowa/status/1404502565086240771
kawafutboll,Ochroniarz nas wyjebał na bramce. #POLSVK #EURO2020 https://t.co/Rp4szZDSw7,2021-06-14 18:14:39+00:00,"Warszawa, Polska",1,0,36,https://twitter.com/kawafutboll/status/1404502562338967554
MalaMiBLOG,"Może to lepiej, że nie oglądałam 🤦‍♀️
#POLSVK 
#EURO2020",2021-06-14 18:14:38+00:00,Dubai,1,0,366,https://twitter.com/MalaMiBLOG/status/1404502557708406794
misssorchid,"tak na pocieszenie to kobieca Reprezentacja Polski w piłce nożnej wygrała dziś w Hiszpanii mecz z Czechami 5:0, szkoda że o tym tak mało informacji #POLSVK",2021-06-14 18:14:37+00:00,,0,0,674,https://twitter.com/misssorchid/status/1404502551572193280
Darek_tech,"#Gratulacje dla reprezentacji Słowacji👌
#Słowacja🇸🇰 #EURO2020  
#POLSVK #Euro2021 #LaczyNasEuro #strefaeuro https://t.co/Pt2YTt3Kyg",2021-06-14 18:14:35+00:00,Polska,1,0,690,https://twitter.com/Darek_tech/status/1404502541765857288
sobiepan86,"Dawać tu tych Hiszpanów i Szwedów na raz. I tak wpierdol dostaną.
Oh wait… zapomniałem że to nie #EURO2020 pseudekibiców tylko piłkarzy. #POLSVK",2021-06-14 18:14:33+00:00,,0,0,721,https://twitter.com/sobiepan86/status/1404502536208502788
H3RLOK,Za 4 lata tak? #POLSVK,2021-06-14 18:14:20+00:00,"Ruda Śląska, Polska",1,0,3,https://twitter.com/H3RLOK/status/1404502481586040834
michalrsch,"Trener, który nie zagrzał nigdzie miejsca na dłużej miał zbawić naszą kadrę, to się nie miało prawa udać #POLSVK #EURO2020 https://t.co/3KmVcGHOf1",2021-06-14 18:14:20+00:00,"Ostrowiec Św., Warszawa",1,0,662,https://twitter.com/michalrsch/status/1404502480302522368
januszRK111,Zagrali w stylu Świątek czyli do Dupy...#POLSVK,2021-06-14 18:14:19+00:00,,0,0,0,https://twitter.com/januszRK111/status/1404502476020191235
Patrycj28497861,"Dobrze, że dzisiaj przyszedł ten album @Skijumpingpl bo dzięki niemu, byłam w miarę spokojna oglądając mecz... #skijumpingfamily #POLSVK",2021-06-14 18:14:17+00:00,,0,0,277,https://twitter.com/Patrycj28497861/status/1404502467765809163
Michal__Pawlak,"Moje pokolenie przyzwyczajone do Korei, Ekwadoru, Senegalu... Przeżyje i Słowację #POLSVK #euro2020",2021-06-14 18:14:16+00:00,"Tychy, Polska",7,0,187,https://twitter.com/Michal__Pawlak/status/1404502465807061005
KetjowWojtek,Czy Boniek już coś napisał?#POLSVK,2021-06-14 18:14:14+00:00,,0,0,420,https://twitter.com/KetjowWojtek/status/1404502454440448007
nicehermit0818,To był kurwa dramat. #POLSVK,2021-06-14 18:14:10+00:00,Polska,0,0,97,https://twitter.com/nicehermit0818/status/1404502440825790467
dudzinski_marek,Ale przynajmniej dwa gole strzeliliśmy… #EURO2020 #POLSLO #POLSVK,2021-06-14 18:14:08+00:00,"Gdynia, Polska",2,0,1119,https://twitter.com/dudzinski_marek/status/1404502430079987722
gotowalska,"""Optymizm wygasł w moim sercu"" - mówi tata Grzegorza Krychowiaka w TVN24. W milionach serc, zaryzykuję stwierdzenie #polsvk",2021-06-14 18:14:05+00:00,"Łódź, Polska",12,1,10756,https://twitter.com/gotowalska/status/1404502419392847879
kurtsbox,"śmieszy mnie fakt, że nagle wszyscy stają się wielkimi znawcami piłki nożnej XDDD #POLSVK",2021-06-14 18:14:04+00:00,she/her   picked up by Jesus;),7,0,1683,https://twitter.com/kurtsbox/status/1404502414510673920
xybaeliv,Sprytny plan chłopaki maja #EURO2020 #POLSVK https://t.co/FSwUwxdcja,2021-06-14 18:14:02+00:00,"Helsinki, Finland",121,17,1998,https://twitter.com/xybaeliv/status/1404502403592900608
WaldemarWicik,Z wyniku meczu #POLSVK to chyba najbardziej zadowolony powinien być Brzęczek🤔,2021-06-14 18:14:01+00:00,"Warszawa, Polska",1,0,977,https://twitter.com/WaldemarWicik/status/1404502400975753216
oredownik,"#POLSVK Polska to taki chłopiec do bicia, do tego nieporadny, w sporcie jak i w polityce międzynarodowej. Nie ma się co dziwić, że jesteśmy popychadłem w każdej płaszczyźnie, jak można nas okiwać na boisku i przy stole,  tylko ludzi szkoda, bo czasem trafiają się porządni.",2021-06-14 18:14:01+00:00,,0,0,68,https://twitter.com/oredownik/status/1404502400157859841
kaminators,"Wiadomo, meczu nie można zaliczyć do udanych ale pamietajmy, że piłka to tylko/aż sport i nie zawsze może pójść wszystko po naszej myśli, to jeszcze nie koniec, nie spisujemy wyjścia z grupy na straty. Będzie trudno ale nie ma rzeczy nie możliwych. Keep smiling #POLSVK #EURO2020",2021-06-14 18:13:57+00:00,,4,0,33,https://twitter.com/kaminators/status/1404502386232725515
TiGeR_1x,"Dobrze, że jest jak zawsze! #POLSVK",2021-06-14 18:13:54+00:00,,0,0,11,https://twitter.com/TiGeR_1x/status/1404502373767262210
sandrise16,"""Kontrolujemy całe spotkanie?"" Co Ty Bednarek pier*olisz?
#POLSVK #EURO2020",2021-06-14 18:13:54+00:00,"Szczecin, Polska",8,0,161,https://twitter.com/sandrise16/status/1404502370525057026
Remik1996,BRAWO BEDNAREK #POLSVK,2021-06-14 18:13:50+00:00,"Bydgoszcz, Polska",1,0,320,https://twitter.com/Remik1996/status/1404502352997097472
natixsoe,ale ze kogos naprawde dziwi to ze oni przegrali xdddd #POLSVK,2021-06-14 18:13:49+00:00,"Los Angeles, CA",2,0,163,https://twitter.com/natixsoe/status/1404502352648941572
RobertPoczta,"#POLSVK   Przepraszam, muszę...chuj, dupa i kamieni kupa...tyle jeśli chodzi o to, co widzieliśmy...delikatnie to było...",2021-06-14 18:13:49+00:00,Kraków,0,0,96,https://twitter.com/RobertPoczta/status/1404502350576902144
rzeczpospolita,"Mecz #POLSVK 🇵🇱🇸🇰. Jan #Bednarek po meczu: Jak juniorzy zagraliśmy. Kontrolujemy spotkanie, dwie sytuacje przeciwnika i dajemy im strzelić bramkę. To jest niedopuszczalne

https://t.co/8N6Qd50Mn7",2021-06-14 18:13:49+00:00,Polska,4,1,306453,https://twitter.com/rzeczpospolita/status/1404502350472097792
blackwhitexz,"Panie Sousa bierz pan Zmarzlika i Stocha do kadry to napewno wygramy 
#POLSVK",2021-06-14 18:13:44+00:00,,0,0,417,https://twitter.com/blackwhitexz/status/1404502328967893015
zjadletrucizny,"Ja tylko chcę wam przypomnieć, że to reprezentacja przegrała, a nie tylko Lewandowski. PIŁKA NOŻNA TO GRA ZESPOŁOWA... Ale niestety zespołu nie było widać (może przez pierwsze 10min pierwszej połowy i kilka minut drugiej) #POLSVK",2021-06-14 18:13:43+00:00,,0,0,60,https://twitter.com/zjadletrucizny/status/1404502326501548033
KrakowskiKrolik,"Eh, kto mógł przypuszczać, że ten mecz tak będzie wyglądał. Lewy znów niewidoczny. Wracają najgorsze koszmary z lat 2012 i 2018. A przed nami Hiszpania. Dramat.
#POLSVK",2021-06-14 18:13:43+00:00,Bielsko-Biała,1,1,649,https://twitter.com/KrakowskiKrolik/status/1404502323876052993
PanSzymoniak,"Trudno się nie zgodzić.
#POLSVK https://t.co/J8z8ntFiqX",2021-06-14 18:13:42+00:00,Białystok,0,0,981,https://twitter.com/PanSzymoniak/status/1404502320403075078
Xblackrose01,"Z Hiszpanią wygramy, ale w FIFIE, ze Szwecją w ekranizacji Potopu (jakby ktoś nie łapał, czemu tak z dupy z tym wyskakuję, to jest to nawiąznie do Euro 2016 i tego, że podczas meczu z Niemcami lecieli Krzyżacy, więc dystans) #POLSVK

Przynajmniej raz będę pierwsza z takim ""memem""",2021-06-14 18:13:39+00:00,,0,0,225,https://twitter.com/Xblackrose01/status/1404502309300809740
RabbitBunny83,"Z pozytywów...
Na dzisiaj mamy wiecej strzelonych goli na #Euro2020 niż Niemcy.
#POLSVK",2021-06-14 18:13:39+00:00,,1,0,544,https://twitter.com/RabbitBunny83/status/1404502308222914570
Marcin_Raczka,No i nastąpiła 👀 #POLSVK https://t.co/TPJW4JZNwu,2021-06-14 18:13:39+00:00,Polska,3,0,1118,https://twitter.com/Marcin_Raczka/status/1404502307539202056
