username,content,date,userlocation,likecount,retweetcount,followers,url
naj_ow,"Pierwsze śliwki robaczywki. Hiszpania na luzie jest do ogrania

#POLSVK
#POL
#EURO2020",2021-06-14 16:57:50+00:00,"Szczecin, Polska",3,0,277,https://twitter.com/naj_ow/status/1404483227478278148
PitBrat51,"Teraz się przekonamy co jest wart trener @PauloSousaPL ...
NA NICH!!!! #POLSVK",2021-06-14 16:57:49+00:00,,0,0,2352,https://twitter.com/PitBrat51/status/1404483226199117825
grandepioli,"Obejrzałbym duet Figo z Makiem.
#polsvk",2021-06-14 16:57:49+00:00,"Kraków, Polska",0,0,167,https://twitter.com/grandepioli/status/1404483224865234947
RybkaPatryk,"Jóźwiak w obronie dramatyczny, w ataku chaotyczny, Krycha jak zwykle za długo holuje piłkę, Klich i Linetty niewidoczni, Lewy odcięty od podań, Rybus jeździec bez głowy. Zielu coś się czasami bawi, ale i tak na koniec brakuje dokładności... #POLSVK #EURO2020 #strefaeuro",2021-06-14 16:57:48+00:00,Sufczyn ,2,0,980,https://twitter.com/RybkaPatryk/status/1404483221627322371
LozaSzydercuf,Ciekawe ile po meczu będzie gadek o przygotowaniu fizycznym? #POLSVK @LaczyNasPilka,2021-06-14 16:57:45+00:00,"Warszawa, Polska",0,0,142,https://twitter.com/LozaSzydercuf/status/1404483209707020290
ironiczniee,"Szczerze to nawet jeśli Lewandowski by chciał strzelić to nie ma jak bo nie dostaje piłek Polacy nie potrafią podawać
#POLSVK #POL",2021-06-14 16:57:44+00:00,,2,0,942,https://twitter.com/ironiczniee/status/1404483205047201797
KleszczRex,"Zamiast meczu z Hiszpanią - obejrzę sobie w niedzielę GP Francji. :v

CC: @bartosz_budnik @PokrzywinskiF1
#POL #POLSVK #POLSLO #EURO2021 #EURO2020 https://t.co/O1MhZoUsUF",2021-06-14 16:57:44+00:00,"Ziemia, pinezka w Warszawie",18,0,904,https://twitter.com/KleszczRex/status/1404483203398778880
Falek_,"Ludzie w szoku, że tracimy gola z kapelusza. W ostatnich 5 latach ta kadra nie takie rzeczy robiła. Zawsze się siada z nerwami, jak za dzieciaka, a potem dostaje w twarz czymś takim. Był czas przywyknąć eh #POLSVK",2021-06-14 16:57:41+00:00,,0,0,300,https://twitter.com/Falek_/status/1404483193110159363
floszcrxl,"@pawcio2009 Kozlowski?

#POLSVK #POLSLO #Polska 🇵🇱",2021-06-14 16:57:41+00:00,,1,0,600,https://twitter.com/floszcrxl/status/1404483192921464840
koper_29,"#EURO2020 #polsvk czyli jednak...
Mecz otwarcia..
Mecz o wszystko..
Mecz o honor..",2021-06-14 16:57:36+00:00,"Gdynia, Polska",3,0,7,https://twitter.com/koper_29/status/1404483172109275137
ArturZgud,Czy nie mamy lepszego piłkarza niż Krychowiak na ta pozycje? #POLSVK,2021-06-14 16:57:36+00:00,"Asker, Norge",0,0,1,https://twitter.com/ArturZgud/status/1404483170146426884
beINSPORTS_EN,"Paul Robinson on Wojciech Szczęsny's goalkeeping 😬

#beINEURO2020 #EURO2020 #POLSVK  

Watch Now - https://t.co/RRmQgctETJ https://t.co/4YrlRRamwd",2021-06-14 16:57:35+00:00,MENA,25,3,1363832,https://twitter.com/beINSPORTS_EN/status/1404483164920324096
bartek_bylina,@GrosickiKamil  WRÓĆ! #polsvk #strefaeuro,2021-06-14 16:57:32+00:00,"Biała Podlaska, Polska",0,0,2,https://twitter.com/bartek_bylina/status/1404483152345800712
JanMua,Dekoder daje mi znaki w przerwie #polsvk #strefaeuro https://t.co/LzjTnpD1AM,2021-06-14 16:57:32+00:00,Warszawa,1,0,18,https://twitter.com/JanMua/status/1404483151699890181
kibic_sukcesu,Reprezentacja Słowacji mści się za te wszystkie heheszki @WeszloCom o starych Słowakach. #POLSVK #EURO2020 #SVK #POL,2021-06-14 16:57:31+00:00,Polska,1,0,977,https://twitter.com/kibic_sukcesu/status/1404483148981968897
Przemekk99,Jeszcze się okaże ze na #EURO2020 bramki nie strzelimy #POL #SVK #POLSVK,2021-06-14 16:57:28+00:00,Poland,2,0,541,https://twitter.com/Przemekk99/status/1404483136029925378
michal29shs,Przy oglądaniu dowolnego meczu Ekstraklasy mniej bolą zęby 😖 #POLSVK,2021-06-14 16:57:27+00:00,"Tczew, Poland",1,0,267,https://twitter.com/michal29shs/status/1404483133999812614
stspolska,"Polska 0⃣:1⃣ Słowacja. Czekamy na reakcję Paulo Sousy w przerwie meczowej!

#EURO2020 - #POLSVK 
▪ Biało-Czerwoni wygrają pozostałą część: 2.05
▪ Słowacja więcej spalonych: 3.55

Typuj mecz w ofercie na żywo i odbierz zwrot w razie niepowodzenia: https://t.co/1QDIxyd7FB https://t.co/YuZ1oHbQ0N",2021-06-14 16:57:27+00:00,Polska,2,0,12861,https://twitter.com/stspolska/status/1404483131105816585
TStarga,Banda parodystów. Powołanie do reprezentacji Polski to chyba w paczce czipsów wygrali. Jedyny Zieliński coś się stara. Da się zrobić 10 zmian? @BoniekZibi @LaczyNasPilka #POLSVK,2021-06-14 16:57:26+00:00,,0,0,1,https://twitter.com/TStarga/status/1404483128647897088
e_sikorka,"#POLSVK

Wojtek?
Hmmm nie znam człowieka... https://t.co/6Qi7bE7mzT",2021-06-14 16:57:25+00:00,"Śląskie, Polska",6,0,2877,https://twitter.com/e_sikorka/status/1404483126274015232
_lytlm_,"jestem załamana, pierwsze 15 minut było dobre i tyle tyle  #POLSVK",2021-06-14 16:57:25+00:00,,0,0,11,https://twitter.com/_lytlm_/status/1404483122998255616
marcin_mafy,"Tymczasem w studiu tvp: ""minęły tylko 45 minuty."" 
Luz! Zaczniemy grać jak zostaną 2. Po co się męczyć przez 88 minut? #polsvk",2021-06-14 16:57:24+00:00,,0,0,40,https://twitter.com/marcin_mafy/status/1404483119525281797
stanczyk_pawe,"Przegrywając ze Słowacją tracimy na 90 procent szanse na 1/8. Z Hiszpanami nie wygramy, a ew 3 pkt mogą i nie muszą dać awansu dalej. Pamiętajmy, że 1/8 to najlepsza 16. Z Europy na mundial wchodzi 13 drużyn. Czy więc Sousa dalej ma ciągnąć kadrę #euro2020 #POLSVK #strefaeuro",2021-06-14 16:57:24+00:00,Poland,0,0,48,https://twitter.com/stanczyk_pawe/status/1404483118581624838
Jretbdamcziypd1,"Po co była ta zmiana trenera? I tak chuja grają.
Rudy @BoniekZibi byś przynajmniej zaoszczędził trochę kasiory.
#POLSLO 
#POLSVK
#Sousa",2021-06-14 16:57:23+00:00,,0,0,380,https://twitter.com/Jretbdamcziypd1/status/1404483115947638788
gajowy_g,Dawać mi tu tego dzika Świerczoka #polsvk,2021-06-14 16:57:21+00:00,@sea,0,0,35,https://twitter.com/gajowy_g/status/1404483109274390528
kociauke,"No to chyba będzie tradycyjnie, trzy mecze i do domu 🤣 #polsvk #EURO2020",2021-06-14 16:57:21+00:00,El Culo del Mundo,1,0,23,https://twitter.com/kociauke/status/1404483106556502016
Veroni71042673,"No kiepsko jak narazie...😪 🇵🇱 
#polska #EURO2020 #POL #polskaslowacja #POLSVK",2021-06-14 16:57:20+00:00,,0,0,0,https://twitter.com/Veroni71042673/status/1404483103947689985
hereformyidols9,Z dystansem XD #POLSVK https://t.co/cXItefCaNP,2021-06-14 16:57:19+00:00,,612,55,56243,https://twitter.com/hereformyidols9/status/1404483097912123393
neuroup,Który to już mecz mistrzostwa zawala nam Wojciech Szczęsny? #POLSVK,2021-06-14 16:57:18+00:00,Warsaw/Poland,0,0,517,https://twitter.com/neuroup/status/1404483096150528000
jarek1622,Jednak brakuje Błaszczykowskiego😅 jak to było? 30% piłkarza... Reprezentacja to nawet nie jest 10% 😂 @BoniekZibi #POLSVK,2021-06-14 16:57:18+00:00,,0,0,20,https://twitter.com/jarek1622/status/1404483094825033728
sunflower_gabi,Ej nie bo ja jak to zobaczyłam to laga miałam #Euro2020 #POLSVK https://t.co/j6qRLdjFjX,2021-06-14 16:57:17+00:00,she/her ♓︎,1,0,130,https://twitter.com/sunflower_gabi/status/1404483090089754624
tomektoldi_3,"Oni w tym studio tvp, to przez wzgląd na Ojca, cicho siedzieli, że Szczęsny bramkę pyknął? Czy  to Jóźwiak, bo już nie wiem? #polsvk",2021-06-14 16:57:16+00:00,,0,0,1070,https://twitter.com/tomektoldi_3/status/1404483085790502917
AndrzejRebell,"Tradycyjnie, 15min. w miarę dobrej gry, a potem wpierdol...🤦🤦🤦#POLSVK",2021-06-14 16:57:15+00:00,"Mazowieckie, Polska",3,0,890,https://twitter.com/AndrzejRebell/status/1404483084251287557
Dawidoff88,Pan Kazimierz powinien tam zejść w przerwie do szatni  :) @BorekMati  @sport_tvppl  #polsvk #EURO2020,2021-06-14 16:57:15+00:00,Polska,0,0,26,https://twitter.com/Dawidoff88/status/1404483080904138755
_KonradWegrzyn,"Ufff, są dobre wiadomości po pierwszej połowie. Jak donosi wieść, #szczesny pierwszym bramkarzem, który strzelił bramkę samobójcza jako bramkarz w historii #euro. @MaciejoSzczesny @seba_szczesny @JKurowski @Sportowy_Kanal @AdamSlawinski @rycak #polsvk  #HejtPark @PawelPaczul",2021-06-14 16:57:14+00:00,"Warszawa, Polska ",0,0,19,https://twitter.com/_KonradWegrzyn/status/1404483077225787398
Tomeqq1,@SuperKot79 @KoltonRoman @PrawdaFutbolu Do momentu straty gole akcje dawały nadzieję. Po bramce nerwowo i chaotycznie niestety. Zieliński nie ma za bardzo z kim grać. #POLSVK,2021-06-14 16:57:10+00:00,Wrocław,1,0,17,https://twitter.com/Tomeqq1/status/1404483062742892546
lamofest,"Ku pokrzepieniu serc przypomnę, że Polska pod wodzą Sousy lepiej gra w drugich połowach. I zmiennicy potrafią zazwyczaj coś wnieść. #POLSVK",2021-06-14 16:57:10+00:00,,3,0,143,https://twitter.com/lamofest/status/1404483062503723010
estachos,"Ciężko jest pierwszy mecz na wielkim turnieju grać z taką mocną drużyną jak Słowacja. Dobrze, że kolejny będzie łatwiejszy, bo Hiszpania to półamatorzy ;) #EURO2020 #POLSVK https://t.co/TImDIieaPX",2021-06-14 16:57:10+00:00,,10,0,93,https://twitter.com/estachos/status/1404483061799165959
mlanczkowski,"I jeszcze zaraz Kozłowski na boisku i cyk, dwa rekordy pobite. #POLSVK #EURO2020 https://t.co/rnXxctKV98",2021-06-14 16:57:09+00:00,Suwałki,4,0,2839,https://twitter.com/mlanczkowski/status/1404483056824639489
Kosowsky_,Spójrzmy na jasne strony - fusy z Ekstraklasy prowadzą z drużyną najlepszego piłkarza świata. #POLSVK,2021-06-14 16:57:08+00:00,Warsaw,14,1,6279,https://twitter.com/Kosowsky_/status/1404483054152859650
itwillbeokv,niech oni ich powymieniaja czy cos bo zenada straszna #POLSVK,2021-06-14 16:57:08+00:00,she/her,5,0,909,https://twitter.com/itwillbeokv/status/1404483051225296898
Piotr43794874,"@TwaroTwaro ak kończą się kombinacje alpejskie trenera P. Sousy, zamieszał tak, że sami zawodnicy nie do końca wiedzą co grać. Jeden argument za tym, że tego już nie da się uratować: P. Sousa nie ma możliwości aż tylu zmian. #POLSVK",2021-06-14 16:57:07+00:00,,0,0,1,https://twitter.com/Piotr43794874/status/1404483050566819841
upskey,w trakcie pierwszej połowy rozleciały mi się okulary XDD to chyba znak że nie ma co oglądać #POLSVK,2021-06-14 16:57:07+00:00,she/her,0,0,2738,https://twitter.com/upskey/status/1404483048859635713
sveatvibez,nie oglądam meczu i chciałam sprawdzic wynik i właśnie się zastanawiam co to się odjebało #POLSVK https://t.co/4W3UOSCcn2,2021-06-14 16:57:06+00:00,ski jumping ; eurovision ,2,0,4314,https://twitter.com/sveatvibez/status/1404483046468898817
acrusinho,wazne zeby bez kontucji przed mistrzostwami swiata #POLSVK,2021-06-14 16:57:06+00:00,,0,0,1,https://twitter.com/acrusinho/status/1404483043948216322
lubanu2,trzeba wytłumaczyć naszym że to nie jest zbijak i nie musza uciekać od piłki #POL #POLSVK  #EURO2020,2021-06-14 16:57:06+00:00,,0,0,5,https://twitter.com/lubanu2/status/1404483043562250241
PisarzS,"A pomyśleć, że siatkarze mogliby wystawić trzy reprezentacje i każda z nich walczyłaby o medal jakiejkolwiek mistrzowskiej imprezy. A piłkarze tradycyjnie, trzy mecze w grupie i powrót do domu #POLSVK",2021-06-14 16:57:06+00:00,,0,0,1177,https://twitter.com/PisarzS/status/1404483042664751107
LeicesterMental,"Pod każdym trenerem gramy tak samo. 3 podania, strata, podanie na skrzydło, wrzutka i niech się dzieję. Nie jestem w stanie tego zrozumieć, kiedy mamy w kadrze takie osobistości.

#POLSVK",2021-06-14 16:57:05+00:00,,0,0,1097,https://twitter.com/LeicesterMental/status/1404483040517165056
piotr_grabski,No smutno się na to patrzyło #POLSVK,2021-06-14 16:57:04+00:00,"Warszawa, Polska",2,0,818,https://twitter.com/piotr_grabski/status/1404483037753188362
Kokosz_anel,"Hmmm... Mamy 2021... Jak zmienimy kolejność cyfr to wyjdzie 2012... Gra w sumie wygląda jak w 2012... Nawet na ławce mamy selekcjonera na literę ""S""... Przypadek? Nie sądzę...
#POLSVK #POLSLO #HejtPark #EURO2020",2021-06-14 16:57:04+00:00,Świętokrzyskie,0,0,18,https://twitter.com/Kokosz_anel/status/1404483037593837575
KawaTime,Chociaż raz się z nim zgadzam xD #POLSVK https://t.co/1C7qZSSIA9,2021-06-14 16:57:03+00:00,"Wrocław, Polska",0,0,2,https://twitter.com/KawaTime/status/1404483033768550405
KrzeminskiArek,Świetny mecz #POLSVK,2021-06-14 16:57:00+00:00,"Toruń, Kujawsko-Pomorskie",1,0,97,https://twitter.com/KrzeminskiArek/status/1404483021185687554
tadeuszg321,"#POLSVK serce mówi mi że wygramy  2-1
ale jestem po dwóch zawałach",2021-06-14 16:57:00+00:00,"Olsztyn, Polska",0,0,1185,https://twitter.com/tadeuszg321/status/1404483020942458885
aj_kozlowski,"Pierwsze 45. minut wymazuję z pamięci. Po przerwie chcę zobaczyć na boisku drużynę, która zagra na poziomie reprezentacyjnym. #POLSVK",2021-06-14 16:57:00+00:00,Warsaw | Poland,1,0,2567,https://twitter.com/aj_kozlowski/status/1404483020275556360
mroszcz39,To na druga połówkę dla rozluźnienia pośladków 😉 #POLSVK https://t.co/sH2Fh2SeVE,2021-06-14 16:57:00+00:00,,0,0,762,https://twitter.com/mroszcz39/status/1404483019767955461
sew_arryn,"„ale brzęczą, Jezus Maria” 🤣🤣 kiedy przypadkiem włączysz mic na teamsie #POLSVK",2021-06-14 16:56:59+00:00,,3,0,38,https://twitter.com/sew_arryn/status/1404483014185394176
bubbletetee,"nie no, spodziewałam się czegoś lepszego szczerze mówiąc, defensywy to tu wgl n ma-- 
#POLSVK",2021-06-14 16:56:57+00:00,lee taeyong's nintendo switch☆,0,0,917,https://twitter.com/bubbletetee/status/1404483008707637250
Anty_POda,Ciekawe czy Szczęsny powalczy o tytuł króla strzelców ? 🤔 #POLSVK,2021-06-14 16:56:56+00:00,,0,0,694,https://twitter.com/Anty_POda/status/1404483003787714566
jednanogaulica,"Rozczarowany ale nie zaskoczony. Nie można wygrać jak nie jesteśmy w stanie rozegrać akcji dokładnie od początku do końca.

#POLSVK",2021-06-14 16:56:56+00:00,,0,0,41,https://twitter.com/jednanogaulica/status/1404483000604168193
nakedHELLA,#POLSVK powiem tak https://t.co/5Yf1GUyHzy,2021-06-14 16:56:55+00:00,toruń city,1,0,2209,https://twitter.com/nakedHELLA/status/1404482999958310912
HanysPower,"Nie ma lepszego, od Waldemara Kiepskiego!
Panie trener, wpuść pan Waldusia! #POLSVK #POL #EURO2020 https://t.co/zibjIfC6Ow",2021-06-14 16:56:54+00:00,Centrum Dowodzenia Świata ,0,0,63,https://twitter.com/HanysPower/status/1404482995365482497
Artur_GAA,"Jak zwykle @K_Stanowski miał rację.
#POLSVK",2021-06-14 16:56:54+00:00,,0,0,78,https://twitter.com/Artur_GAA/status/1404482993624961025
pin_zielony,"Przewidział nawet ten nieszczęsny gol Szczęsnego. Już 22 lata temu. Było czytać!

 #POLSVK #POLSLO https://t.co/gw0QJTFDi8",2021-06-14 16:56:52+00:00,Poznań,1,0,1482,https://twitter.com/pin_zielony/status/1404482985622134787
jakubpeofficial,Słowacy mszczą się na nas za swoich ugotowanych przez Makłowicza rodaków. #POLSVK,2021-06-14 16:56:51+00:00,Poznań,0,0,6,https://twitter.com/jakubpeofficial/status/1404482981323055115
m_pietruczuk96,"Czas na ruch ze strony selekcjonera. Szybko strzelona bramka na 1:1 i wracamy do gry. Ukraina odrobiła dwie bramki z Holandią to i my damy radę! 

#POLSVK",2021-06-14 16:56:51+00:00,Białystok ,2,0,1,https://twitter.com/m_pietruczuk96/status/1404482981218209792
NadelspieIer,"Szczesny - Beresz, Bednarek, Glik, Puchacz - Kozłowski, Klich, Jóźwiak, Moder, Zieliński - Lewy. #POLSVK",2021-06-14 16:56:50+00:00,Leverkusen,1,0,410,https://twitter.com/NadelspieIer/status/1404482978781306881
Marekmoon,"To my wogule wyszliśmy na 1 połowę
#POLSVK",2021-06-14 16:56:50+00:00,,1,0,38,https://twitter.com/Marekmoon/status/1404482978516963332
WojtekBieronski,"Robi się z tego mecz otwarcia, mecz o wszystko i mecz o honor w jednym. #polsvk",2021-06-14 16:56:50+00:00,"Krakow, Poland",1,0,553,https://twitter.com/WojtekBieronski/status/1404482976323457029
danielekeeeeee,mój tata podczas meczu mógłby być osoba która tłumaczy na język migowy przez swoje gestykulacje podczas meczu  #POLSVK,2021-06-14 16:56:49+00:00,Instagram,4,0,8,https://twitter.com/danielekeeeeee/status/1404482974020685829
CottonySpider,"Petycja za likwidacją reprezentacji  Polski w piłce nożnej. 
❤️ = Podpis. 
#polsvk #polslo #EURO2020 #POL",2021-06-14 16:56:48+00:00,Łódź,3,0,20,https://twitter.com/CottonySpider/status/1404482967729283073
pioebgm,#polslo #polsvk Tradycja podtrzymana. Pierwszy mecz i Szczesny daje du...y,2021-06-14 16:56:46+00:00,,0,0,1,https://twitter.com/pioebgm/status/1404482961454604288
maciek17111711,Jestem dobrej myśli. #POLSVK https://t.co/oEEcYh3R61,2021-06-14 16:56:45+00:00,Riverside,3,0,2459,https://twitter.com/maciek17111711/status/1404482956303998977
pieskarnia,"Nie spodziewałam się wiele, ale jaki to qwa ból, oglądać te „zmagania” #POLSVK",2021-06-14 16:56:45+00:00,Polska,0,0,627,https://twitter.com/pieskarnia/status/1404482955146301447
grzegorz_ka86,"Jutrzejsze gazety:
""Spektakularnym koniec Bońka i Sousy""
""Nawałka wróć""
""Czy można zmienić trenera w trakcie turnieju?""
#polska
#POL
#POLSVK",2021-06-14 16:56:44+00:00,"Wrocław, Polska",3,0,392,https://twitter.com/grzegorz_ka86/status/1404482953896398854
rekafadam,"Fajny ten zagraniczny Sousa. Skład losuje kostkami, taktykę na mecz znajduje w czipsach, rozmowy motywacyjne z kapsli po Tymbarku. Za połowę jego kasy mogę robić to samo. Będę za Tymbarki płacił za swoje...

#POLSVK #strefaeuro",2021-06-14 16:56:42+00:00,"Warszawa, Polska",0,0,290,https://twitter.com/rekafadam/status/1404482942009741320
swarzedzlive,"Strefa Kibica w #Swarzędz nie traci nadziei i mimo 0:1 po pierwszej połowie meczu #POLSVK słychać tych którzy jeszcze mówią o wyniku 2️⃣:1️⃣ dla #POL

Byle tylko piłkarze dali nieco więcej argumentów na boisku ⚽️

#EURO2020 @LaczyNasPilka 

📸 @swarzedzlive https://t.co/k3DwE6VDr9",2021-06-14 16:56:40+00:00,Swarzędz,2,0,160,https://twitter.com/swarzedzlive/status/1404482935693131779
RickBlainePL,#SzczesnyOut sorry ale już wystarczy szans #POLSVK,2021-06-14 16:56:39+00:00,"Warszawa, Polska",3,0,729,https://twitter.com/RickBlainePL/status/1404482929754087427
niezapo_minajka,Jak pokazywali euro 2016 na Polsacie go Polska strzelała pierwsza gole a na TVP nigdy 😐 #EURO2020 #POL #POLSVK,2021-06-14 16:56:37+00:00,,3,0,177,https://twitter.com/niezapo_minajka/status/1404482922149826571
smazone_ogorki,"Ja z psiapsi drące jape, żeby polacy ruszyli dupe #POLSVK https://t.co/s9n3WzEK5K",2021-06-14 16:56:37+00:00,,117,10,4,https://twitter.com/smazone_ogorki/status/1404482921206063105
EcznySpo,"Może on pomoże? 
#Lewandowski #POLSVK #EURO2020 https://t.co/rkCGiUYt5s",2021-06-14 16:56:36+00:00,,1,0,719,https://twitter.com/EcznySpo/status/1404482920698593282
karolm91,Mocno Ondrej! #strefaEuro #polsvk #EURO2020 #POL #SVK https://t.co/jmRD91Jb2H,2021-06-14 16:56:36+00:00,"Opolskie, Polska",1,0,201,https://twitter.com/karolm91/status/1404482917255073796
zabawa_Andrzej,Brzęczek mial problem  z reakcją na boiskowe wydarzenia kolejne 45 minut pokaże czy zmiana selekcjonera miala jakichkolwiek sens  #POLSVK #strefaeuro,2021-06-14 16:56:35+00:00,,1,0,68,https://twitter.com/zabawa_Andrzej/status/1404482913081696256
MonteOlax,"Mam plan #POLSVK 
Skoro u nas bramki strzela tylko Szczęsny, to należy przesunąć go na pozycję napastnika. Na bramce niech stanie Rybus. Taki mam plan.....",2021-06-14 16:56:34+00:00,Warsiawa,2,0,156,https://twitter.com/MonteOlax/status/1404482910711910401
Lady_A_L_S_C,"Fajna komedia leci na TVP 😅, można się pośmiać  #POLSVK",2021-06-14 16:56:34+00:00,,2,0,193,https://twitter.com/Lady_A_L_S_C/status/1404482908648259588
Maciejijuz,"Ale że Lewy sam z przodu nie daje rady, to żodyn się nie spodziewał. #POLSVK",2021-06-14 16:56:31+00:00,,1,0,94,https://twitter.com/Maciejijuz/status/1404482899387240450
mr_dejw,"@J_Krecidlo O czym my w ogóle rozmawiamy? Tam są problemy z poprawnym przyjęciem piłki, więc jak tu wymagać składnych akcji, o strzelaniu bramek nie wspominając 🤦🏻‍♂️ #POLSVK",2021-06-14 16:56:30+00:00,"Gdańsk, Polska",1,0,202,https://twitter.com/mr_dejw/status/1404482894429626373
phero_nikee,To zawsze jakiś zapis na kartach historii #EURO2020 #POLSVK https://t.co/aDTZ7GU3T3,2021-06-14 16:56:30+00:00,,2,0,429,https://twitter.com/phero_nikee/status/1404482892483411971
Antiselfist,"Najlepsze, że któryś z nich będzie musiał po meczu podejść do mikrofonu i z pełną powagą zarzucić do nas kwasem, że turniej się nie kończy i są jeszcze dwa mecze. #POLSVK",2021-06-14 16:56:29+00:00,Polska,54,3,4797,https://twitter.com/Antiselfist/status/1404482888729571339
Sp7udoA,@sportradiopl @polskieradiopl Załamuje się lakier we włosach od ciężkiego potu wylewanego że Słowakami. #polsvk,2021-06-14 16:56:28+00:00,Normanton Ostrowiec Świętokrzy,0,0,147,https://twitter.com/Sp7udoA/status/1404482885617393665
fantasmagoriax,"Imo znacznie lepszy byłby Fabiański
#EURO2020
#POLSVK https://t.co/nC45h2qhAt",2021-06-14 16:56:27+00:00,,4,0,612,https://twitter.com/fantasmagoriax/status/1404482882077396996
_V4l3NTIN3,ten mecz mi nie służy XDD wymyślam jakies głupoty  #POLSVK,2021-06-14 16:56:27+00:00,"13.04.22, 28.04.22",2,0,1388,https://twitter.com/_V4l3NTIN3/status/1404482881255247879
jacek_tramadol,"Cały czas mam w głowie ""przemówienie"" Krychowiaka. #EURO2020 #POLSVK",2021-06-14 16:56:26+00:00,,0,0,16,https://twitter.com/jacek_tramadol/status/1404482878487117836
daniel12395668,Polska - Słowacja  #POLSVK https://t.co/vKyoH0Hmz8,2021-06-14 16:56:26+00:00,Kujawsko-pomorskie ,0,1,1828,https://twitter.com/daniel12395668/status/1404482876264140804
Maksjoker97,"Chaos, problemy w defensywie, zbyt mało Jesteśmy przy piłce, jeśli w drugiej połowie uda się zdobyć gola to może zremisujemy z nimi w tym bo na wygraną bym nie liczył #POLSVK #strefaeuro #UEFAEURO2020",2021-06-14 16:56:19+00:00,daleko :) ,0,0,112,https://twitter.com/Maksjoker97/status/1404482846614491150
Kamil47085941,"Milan Skriniar w pierwszej połowie spotkania z Polską:

-6 wybić
-1 zablokowany strzał
-2 przechwyty
-2 wygrane pojedynki
-2 wygrane pojedynki powietrzne

Aktualnie MVP całego meczu, po stronie reprezentacji Polski brak jasnych punktów.

#POLSVK https://t.co/aJ2u0R8BW0",2021-06-14 16:56:18+00:00,Tarnów/Kraków,0,0,386,https://twitter.com/Kamil47085941/status/1404482843523309569
1988_Kuba,"Nie gramy słabo. Słabo grali Turcy na tle Włochów, albo Rosjanie na tle mocnych Belgów. My gramy okrutnie chujowo! #POLSVK #EURO2020",2021-06-14 16:56:18+00:00,Kraków,5,0,331,https://twitter.com/1988_Kuba/status/1404482843191951366
seatrsx,Mój tata dzisiaj nie ogląda jak wróci do domu A ja mu powiem wyniki się załamie chyba #POLSVK,2021-06-14 16:56:18+00:00,she he moon they,4,0,1198,https://twitter.com/seatrsx/status/1404482841291984900
Daniel99081741,Mamy to! Pierwszy sukces reprezentacji Polski na #EURO2020 #POL #POLSLO #POLSVK https://t.co/mlx0z79cQ0,2021-06-14 16:56:16+00:00,Wrocław Lubin,0,0,107,https://twitter.com/Daniel99081741/status/1404482833318621190
Mati09340718,Z gówna bata nie ukręcisz. #POLSVK,2021-06-14 16:56:13+00:00,,0,0,1,https://twitter.com/Mati09340718/status/1404482821989752837
JaroslawWieczor,Czekam na Świerczoka to może być ostatnia deska ratunku dla Polski #POLSVK #EURO2020 #strefaeuro,2021-06-14 16:56:11+00:00,"Bielsko-Biała, Polska",0,0,27,https://twitter.com/JaroslawWieczor/status/1404482814423220235
tinivx,cały dzień czekałam na ten mecz a tu chujnia XD #POLSVK,2021-06-14 16:56:10+00:00,,12,0,2729,https://twitter.com/tinivx/status/1404482810577141775
PProstej,Spostrzeżenie: Szczęsny na każdych mistrzostwach miał niefart. Na każdych! :( #POLSVK,2021-06-14 16:56:10+00:00,"South Park, CO",8,0,731,https://twitter.com/PProstej/status/1404482809658552327
mgm2d,takiego mamy zdolnego bramkarza że nawet sam potrafi strzelić gola #POLSVK,2021-06-14 16:56:09+00:00,she/her ,3,0,874,https://twitter.com/mgm2d/status/1404482804080070656
Andrew_TSW,"@Bogo136 Z Wuja się śmieli, nawet mi ich kurwa teraz nie żal.
Niech przychodzi ktoś po Euro i buduje nam reprezentację od podstaw. Po odejściu starej gwardii Kuby I Grosika ta reprezentacja ni3 mam jaj #polsvk #EURO2020",2021-06-14 16:56:08+00:00,Poland,1,0,1532,https://twitter.com/Andrew_TSW/status/1404482801077047298
radiolodz,Do boju Polsko! Wspólnie kibicujemy biało-czerwonym [ZDJĘCIA] — Radio Łódź https://t.co/yIWPEF9Qv3 przez @radiolodz #POLSVK #mecz #EURO2020,2021-06-14 16:56:06+00:00,Polska,0,0,5234,https://twitter.com/radiolodz/status/1404482793934032902
softmysterio,Aż mam flashbacki z meczu z Senegalem #POLSVK #EURO2020,2021-06-14 16:56:05+00:00,Środa Wielkopolska,3,0,1194,https://twitter.com/softmysterio/status/1404482790473732096
Filip72140721,"@WeszloCom #PolSVK #weszlofm  może i Polska odpadnie z turnieju jak zawsze, ale za to w jakiej atmosferze :D",2021-06-14 16:56:05+00:00,,0,0,5,https://twitter.com/Filip72140721/status/1404482788959698945
Nie_kojarze,"Robert Lewandowski w przerwie: 

https://t.co/Yxc9HxZAxA 

#POL #POLSVK #tvpsport",2021-06-14 16:56:05+00:00,"Łódź, Polska",0,0,399,https://twitter.com/Nie_kojarze/status/1404482788619862030
wasiiewskim,"@HubertHurkacz, ratuj nas przed klęską chłopie. Wierzymy. #EURO2020 #POLSVK https://t.co/tmpTMQWQ8L",2021-06-14 16:56:05+00:00,,9,1,1157,https://twitter.com/wasiiewskim/status/1404482788250865665
r65938235,Sousa wypier!*&amp;@ #POLSVK,2021-06-14 16:56:04+00:00,,0,0,6,https://twitter.com/r65938235/status/1404482784266264576
