word,count
mecz,369
mieć,178
wygrać,167
szwecja,146
polski,125
polska,96
polak,73
grać,72
dobry,60
krychowiak,60
móc,59
zagrać,55
musieć,54
szwed,52
raz,51
rok,50
zwycięstwo,47
bój,46
awans,44
dzień,39
dzisiejszy,38
reprezentacja,37
ostatni,36
wynik,36
skład,34
euro,34
grupa,34
siebie,33
piłkarz,33
oby,32
szwedzi,32
czas,32
nadzieja,32
spotkanie,32
dać,31
jutro,30
godzina,29
wyjść,28
piłka,28
wiedzieć,27
