word,count
mecz,1742
mieć,1246
grać,846
pierwszy,460
kurwa,455
słowacja,447
krychowiak,428
dobry,412
euro,389
móc,382
reprezentacja,375
piłka,372
polski,363
polak,354
turniej,341
polska,330
bramka,313
słowak,285
połowa,281
wygrać,278
raz,271
d,270
drużyna,269
drugi,267
minuta,267
siebie,265
sous,263
gol,256
gra,253
piłkarz,244
szczęsny,238
wiedzieć,233
rok,224
kartka,220
chyba,195
czerwony,190
przegrać,189
koniec,187
trener,184
oglądać,178
