word,count
mecz,148
mieć,79
polski,47
polak,39
hiszpania,36
móc,33
polska,32
bój,26
przegrać,25
słowacja,24
grać,23
bramka,21
skład,21
czas,20
porażka,20
chcieć,20
walczyć,19
reprezentacja,19
wiedzieć,18
siebie,18
dzień,18
walka,17
wierzyć,16
minuta,16
koniec,16
hiszpan,16
hymn,15
d,15
jutro,15
nadzieja,14
drużyna,13
raz,13
drugi,13
husaria,13
dać,13
wynik,13
kurwa,12
pokazać,12
serce,12
ostatni,12
