compound,negative,neutral,positive
0.6669,0.0,0.733,0.267
0.6705,0.101,0.592,0.308
0.0,0.0,1.0,0.0
0.8271,0.0,0.675,0.325
0.6908,0.041,0.81,0.149
0.8439,0.0,0.248,0.752
-0.5423,0.467,0.533,0.0
0.0,0.0,1.0,0.0
0.1027,0.14,0.702,0.157
0.3612,0.0,0.857,0.143
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.4404,0.0,0.805,0.195
0.6908,0.0,0.26,0.74
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.2263,0.0,0.513,0.487
0.0,0.0,1.0,0.0
0.5106,0.0,0.891,0.109
0.0,0.0,1.0,0.0
0.3818,0.0,0.658,0.342
0.4767,0.0,0.876,0.124
0.0,0.0,1.0,0.0
0.7964,0.0,0.496,0.504
0.5859,0.0,0.612,0.388
0.765,0.0,0.479,0.521
0.2363,0.0,0.837,0.163
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.3612,0.333,0.667,0.0
0.0,0.128,0.745,0.128
0.4215,0.0,0.641,0.359
0.0,0.0,1.0,0.0
-0.7297,0.363,0.637,0.0
0.3597,0.116,0.674,0.21
0.5242,0.0,0.674,0.326
0.3804,0.0,0.659,0.341
0.5859,0.0,0.294,0.706
0.5216,0.172,0.442,0.386
0.0,0.0,1.0,0.0
0.6436,0.0,0.82,0.18
0.4767,0.098,0.667,0.236
-0.4404,0.744,0.256,0.0
0.7351,0.11,0.655,0.234
0.3612,0.0,0.444,0.556
0.2924,0.0,0.92,0.08
0.5469,0.114,0.616,0.27
0.0,0.0,1.0,0.0
0.2924,0.0,0.88,0.12
0.0,0.0,1.0,0.0
-0.3818,0.178,0.822,0.0
-0.5023,0.298,0.702,0.0
0.0845,0.149,0.696,0.155
0.5423,0.0,0.811,0.189
0.0,0.0,1.0,0.0
0.34,0.0,0.745,0.255
-0.5815,0.386,0.614,0.0
0.5994,0.0,0.818,0.182
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.5423,0.636,0.364,0.0
-0.0516,0.064,0.877,0.058
0.2732,0.0,0.826,0.174
0.5859,0.0,0.798,0.202
-0.3818,0.261,0.597,0.142
0.0772,0.154,0.671,0.174
0.0,0.0,1.0,0.0
-0.1027,0.149,0.851,0.0
-0.3818,0.224,0.776,0.0
-0.2023,0.255,0.566,0.179
-0.1511,0.21,0.79,0.0
0.3164,0.0,0.466,0.534
0.4404,0.0,0.408,0.592
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.7351,0.041,0.812,0.147
0.0,0.0,1.0,0.0
0.5859,0.0,0.345,0.655
0.0,0.0,1.0,0.0
-0.7218,0.501,0.366,0.132
-0.0258,0.301,0.411,0.288
0.0,0.0,1.0,0.0
0.4587,0.07,0.764,0.166
0.2732,0.0,0.861,0.139
0.1531,0.135,0.7,0.165
0.68,0.0,0.263,0.737
0.3612,0.0,0.872,0.128
0.0,0.0,1.0,0.0
-0.4389,0.224,0.776,0.0
0.6486,0.0,0.773,0.227
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
