word,count
mecz,479
mieć,208
polski,204
słowacja,157
pierwszy,129
wygrać,126
polska,126
skład,117
bój,113
linetty,104
grać,100
reprezentacja,97
polak,94
dobry,88
euro,84
zagrać,76
dzień,67
turniej,64
móc,63
sous,62
zwycięstwo,60
wynik,58
raz,52
lewandowski,51
słowak,51
siebie,49
swój,48
gol,45
karol,43
piłka,42
kibic,42
piłkarz,42
wielki,42
oby,41
czas,41
dzisiejszy,41
spotkanie,41
laczynaspilka,41
godzina,41
wiedzieć,41
