word,count
mecz,394
mieć,153
polski,139
słowacja,126
wygrać,117
pierwszy,107
polska,103
skład,90
grać,82
linetty,82
reprezentacja,80
dobry,79
polak,72
zagrać,72
euro,70
dzień,59
turniej,59
wynik,49
móc,47
sous,46
zwycięstwo,44
raz,42
bój,42
swój,40
karol,38
kibic,37
siebie,36
piłkarz,36
wielki,36
lewandowski,36
kibicować,35
gol,35
piłka,34
kadra,34
oby,33
czas,33
dzisiejszy,33
rok,33
spotkanie,33
wierzyć,31
