word,count
mecz,1412
mieć,1091
kurwa,1008
grać,631
remis,446
karny,421
dobry,394
brawo,383
polak,351
sędzia,337
bramka,331
polski,323
hiszpania,321
lewy,320
szczęsny,318
wygrać,313
móc,311
szwecja,310
d,300
polska,291
piłka,288
gol,284
minuta,279
słowacja,256
chuj,248
koniec,212
reprezentacja,202
lewandowski,202
raz,191
oglądać,189
pierwszy,188
gra,187
hiszpan,187
połowa,183
musieć,179
szczęście,168
chyba,168
dobra,167
chcieć,163
drużyna,162
