compound,negative,neutral,positive
0.0,0.0,1.0,0.0
0.6369,0.0,0.802,0.198
-0.3847,0.287,0.713,0.0
-0.4767,0.134,0.866,0.0
0.7096,0.07,0.782,0.147
0.0,0.0,1.0,0.0
0.7884,0.052,0.701,0.247
-0.5859,0.432,0.568,0.0
0.5244,0.0,0.732,0.268
0.8439,0.0,0.524,0.476
0.5859,0.0,0.78,0.22
-0.296,0.243,0.619,0.138
-0.576,0.272,0.577,0.151
0.6322,0.05,0.751,0.199
-0.6093,0.189,0.742,0.069
0.7269,0.0,0.413,0.587
-0.0258,0.234,0.541,0.225
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.3612,0.0,0.444,0.556
0.5719,0.0,0.909,0.091
-0.516,0.463,0.328,0.208
0.8553,0.0,0.517,0.483
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.7184,0.096,0.621,0.283
0.0,0.0,1.0,0.0
0.9331,0.0,0.666,0.334
0.0,0.0,1.0,0.0
-0.34,0.706,0.294,0.0
-0.4767,0.756,0.244,0.0
0.0,0.0,1.0,0.0
-0.296,0.115,0.885,0.0
0.0,0.0,1.0,0.0
0.6705,0.0,0.82,0.18
0.6688,0.0,0.572,0.428
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.2732,0.0,0.588,0.412
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.5267,0.12,0.88,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.4767,0.0,0.659,0.341
0.3182,0.0,0.566,0.434
0.755,0.0,0.801,0.199
0.7777,0.0,0.424,0.576
0.128,0.099,0.782,0.119
0.7906,0.0,0.533,0.467
-0.3612,0.286,0.571,0.143
0.0,0.0,1.0,0.0
0.4692,0.0,0.731,0.269
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.4926,0.0,0.61,0.39
0.8834,0.0,0.832,0.168
0.5837,0.0,0.649,0.351
0.0,0.0,1.0,0.0
0.4003,0.0,0.915,0.085
0.8442,0.0,0.622,0.378
0.2263,0.0,0.853,0.147
0.4767,0.0,0.693,0.307
0.6475,0.159,0.582,0.259
0.8625,0.0,0.775,0.225
0.0,0.0,1.0,0.0
