word,count
mecz,100
mieć,47
polski,35
szwecja,34
bój,26
szwed,26
krychowiak,24
polska,22
kurwa,20
polak,18
grać,17
jazda,17
rok,17
stresować,16
raz,14
móc,14
potop,14
zwycięstwo,14
szwedzi,13
czas,13
d,13
przegrać,13
kurw,12
dzisiejszy,12
musieć,12
oglądać,11
piłkarz,11
bitwa,11
stres,10
husaria,10
walczyć,10
spotkanie,10
godzina,10
s,10
pierwszy,9
piłka,9
kokenhausen,9
zły,8
szwedzki,8
wynik,8
