word,count
mecz,493
mieć,264
polski,192
hiszpania,139
polska,132
wygrać,120
móc,114
polak,101
grać,100
dobry,97
nadzieja,87
reprezentacja,86
wierzyć,78
wynik,73
zagrać,67
przegrać,63
dzień,62
jutro,60
piłkarz,59
euro,57
hiszpan,56
remis,55
skład,53
raz,53
drużyna,52
siebie,52
wiedzieć,52
chcieć,50
szansa,50
kibic,49
bój,48
musieć,48
wiara,47
ostatni,47
czas,47
zwycięstwo,47
bramka,45
walka,45
słowacja,45
sous,44
