word,count
k***a,747
mieć,462
mecz,397
karny,350
sędzia,239
c**j,220
lewy,154
polak,141
d,141
grać,138
gol,129
bramka,126
hiszpania,120
remis,119
piłka,118
móc,116
minuta,108
polski,100
lewandowski,94
strzelić,92
zawał,80
oglądać,79
kartka,77
hiszpan,77
chyba,77
polska,75
szczęsny,75
brawo,73
słowacja,72
dać,70
raz,70
szkoda,68
d**a,67
p******e,67
zaraz,66
przegrać,64
połowa,60
wiedzieć,59
słupek,58
walka,57
