word,count
mecz,85
bój,71
polski,65
mieć,55
słowacja,31
skład,27
polska,23
polak,22
pierwszy,22
linetty,22
słowak,20
grać,18
reprezentacja,17
jazda,17
sous,16
zwycięstwo,16
móc,16
lewandowski,15
kurw,14
euro,14
wiedzieć,13
siebie,13
przegrać,12
godzina,12
kurwa,10
chyba,10
raz,10
laczynaspilka,10
minuta,10
gol,10
zaczynać,9
wygrać,9
drużyna,9
dobry,9
wynik,9
piłka,8
oby,8
musieć,8
swój,8
dzień,8
