word,count
mecz,345
mieć,185
polski,145
wygrać,112
hiszpania,103
polska,100
dobry,91
móc,81
grać,77
nadzieja,73
reprezentacja,67
wierzyć,62
polak,62
zagrać,62
wynik,60
piłkarz,51
szansa,48
euro,47
remis,46
jutro,45
dzień,44
kibic,43
wiara,41
raz,40
hiszpan,40
drużyna,39
zwycięstwo,39
przegrać,38
musieć,37
sous,35
ostatni,35
siebie,34
wiedzieć,34
punkt,34
skład,32
wieczór,32
oby,31
rok,31
chcieć,30
piłka,30
